 Nascidos vivos - Brasil
Nascim p/resid.mãeNascim p/ocorrênc por Município
Período:2000-2022
"Município";"Nascim_p/resid.mãe";"Nascim_p/ocorrênc"
"431430 PEJUCARA";949;316
"431440 PELOTAS";98261;119113
"431442 PICADA CAFE";1097;1
"431445 PINHAL";829;2
"431446 PINHAL DA SERRA";445;6
"431447 PINHAL GRANDE";1056;674
"431449 PINHEIRINHO DO VALE";1180;3
"431450 PINHEIRO MACHADO";3071;2012
"431454 PINTO BANDEIRA";249;1
"431455 PIRAPO";520;34
"431460 PIRATINI";4626;3544
"431470 PLANALTO";3250;3145
"431475 POCO DAS ANTAS";431;-
"431477 PONTAO";1079;7
"431478 PONTE PRETA";330;1
"431480 PORTAO";8900;3459
"431490 PORTO ALEGRE";425671;697968
"431500 PORTO LUCENA";919;309
"431505 PORTO MAUA";488;1
"431507 PORTO VERA CRUZ";351;1
"431510 PORTO XAVIER";3070;2641
"431513 POUSO NOVO";430;2
"431514 PRESIDENTE LUCENA";660;-
"431515 PROGRESSO";1462;2425
"431517 PROTASIO ALVES";357;2
"431520 PUTINGA";831;408
"431530 QUARAI";7208;6653
"431531 QUATRO IRMAOS";423;4
"431532 QUEVEDOS";574;5
"431535 QUINZE DE NOVEMBRO";837;124
"431540 REDENTORA";4938;2013
"431545 RELVADO";341;12
"431550 RESTINGA SECA";3984;1560
"431555 RIO DOS INDIOS";877;4
"431560 RIO GRANDE";61747;64801
"431570 RIO PARDO";9799;8948
"431575 RIOZINHO";1076;196
"431580 ROCA SALES";2289;902
"431590 RODEIO BONITO";1906;3652
"431595 ROLADOR";473;1
"431600 ROLANTE";5826;3103
"431610 RONDA ALTA";2817;2917
"431620 RONDINHA";1140;1286
"431630 ROQUE GONZALES";1661;572
"431640 ROSARIO DO SUL";12054;12740
"431642 SAGRADA FAMILIA";684;-
"431643 SALDANHA MARINHO";580;172
"431645 SALTO DO JACUI";3624;2773
"431647 SALVADOR DAS MISSOES";510;-
"431650 SALVADOR DO SUL";1720;1052
"431660 SANANDUVA";3822;5118
"431670 SANTA BARBARA DO SUL";2392;2455
"431673 SANTA CECILIA DO SUL";371;1
"431675 SANTA CLARA DO SUL";1404;13
"431680 SANTA CRUZ DO SUL";36192;43337
"431690 SANTA MARIA";79475;105456
"431695 SANTA MARIA DO HERVAL";1231;2
"431697 SANTA MARGARIDA DO SUL";464;2
"431700 SANTANA DA BOA VISTA";1882;999
"431710 SANT'ANA DO LIVRAMENTO";27829;27627
"431720 SANTA ROSA";21614;26195
"431725 SANTA TEREZA";271;-
"431730 SANTA VITORIA DO PALMAR";9467;10328
"431740 SANTIAGO";14075;18505
"431750 SANTO ANGELO";24229;33903
"431755 SANTO ANTONIO DO PALMA";439;-
"431760 SANTO ANTONIO DA PATRULHA";10633;5262
"431770 SANTO ANTONIO DAS MISSOES";2900;609
"431775 SANTO ANTONIO DO PLANALTO";518;-
"431780 SANTO AUGUSTO";4331;9522
"431790 SANTO CRISTO";3525;4788
"431795 SANTO EXPEDITO DO SUL";592;-
"431800 SAO BORJA";19618;21595
"431805 SAO DOMINGOS DO SUL";601;357
"431810 SAO FRANCISCO DE ASSIS";4551;2508
"431820 SAO FRANCISCO DE PAULA";6695;4354
"431830 SAO GABRIEL";18764;18595
"431840 SAO JERONIMO";7048;21752
"431842 SAO JOAO DA URTIGA";918;4
"431843 SAO JOAO DO POLESINE";591;19
"431844 SAO JORGE";555;-
"431845 SAO JOSE DAS MISSOES";745;1
"431846 SAO JOSE DO HERVAL";550;114
"431848 SAO JOSE DO HORTENCIO";886;-
"431849 SAO JOSE DO INHACORA";427;69
"431850 SAO JOSE DO NORTE";6994;3550
"431860 SAO JOSE DO OURO";1817;3083
"431861 SAO JOSE DO SUL";426;1
"431862 SAO JOSE DOS AUSENTES";1160;6
"431870 SAO LEOPOLDO";70878;52316
"431880 SAO LOURENCO DO SUL";10770;12484
"431890 SAO LUIZ GONZAGA";11242;16616
"431900 SAO MARCOS";5355;4406
"431910 SAO MARTINHO";1391;490
"431912 SAO MARTINHO DA SERRA";655;6
"431915 SAO MIGUEL DAS MISSOES";2141;1092
"431920 SAO NICOLAU";1549;260
"431930 SAO PAULO DAS MISSOES";1391;1233
"431935 SAO PEDRO DA SERRA";845;2
"431936 SAO PEDRO DAS MISSOES";522;1
"431937 SAO PEDRO DO BUTIA";630;-
"431940 SAO PEDRO DO SUL";4043;2612
"431950 SAO SEBASTIAO DO CAI";7475;5613
"431960 SAO SEPE";6312;5107
"431970 SAO VALENTIM";819;235
"431971 SAO VALENTIM DO SUL";329;1
"431973 SAO VALERIO DO SUL";987;4
"431975 SAO VENDELINO";442;-
"431980 SAO VICENTE DO SUL";2273;1409
"431990 SAPIRANGA";28085;34857
"432000 SAPUCAIA DO SUL";41658;32154
"432010 SARANDI";6404;10109
"432020 SEBERI";3563;7089
"432023 SEDE NOVA";791;2
"432026 SEGREDO";2005;864
"432030 SELBACH";1222;1480
"432032 SENADOR SALGADO FILHO";669;-
"432035 SENTINELA DO SUL";1317;7
"432040 SERAFINA CORREA";4127;3601
"432045 SERIO";459;203
"432050 SERTAO";1462;863
"432055 SERTAO SANTANA";1489;31
"432057 SETE DE SETEMBRO";442;1
"432060 SEVERIANO DE ALMEIDA";834;672
"432065 SILVEIRA MARTINS";517;5
"432067 SINIMBU";2070;1257
"432070 SOBRADINHO";4447;8962
"432080 SOLEDADE";9487;13406
"432085 TABAI";1131;2
"432090 TAPEJARA";6161;8934
"432100 TAPERA";2989;2458
"432110 TAPES";4780;1713
"432120 TAQUARA";16172;11691
"432130 TAQUARI";7430;4667
"432132 TAQUARUCU DO SUL";776;395
"432135 TAVARES";1112;14
"432140 TENENTE PORTELA";5328;12040
"432143 TERRA DE AREIA";2734;20
"432145 TEUTONIA";8294;10432
"432146 TIO HUGO";717;3
"432147 TIRADENTES DO SUL";1591;21
"432149 TOROPI";564;4
"432150 TORRES";12043;19271
"432160 TRAMANDAI";16410;29066
"432162 TRAVESSEIRO";397;-
"432163 TRES ARROIOS";396;146
"432166 TRES CACHOEIRAS";2721;2
"432170 TRES COROAS";7315;4611
"432180 TRES DE MAIO";6652;11657
"432183 TRES FORQUILHAS";756;4
"432185 TRES PALMEIRAS";1309;6
"432190 TRES PASSOS";6734;11110
"432195 TRINDADE DO SUL";1889;1805
"432200 TRIUNFO";8311;5415
"432210 TUCUNDUVA";1244;922
"432215 TUNAS";1197;18
"432218 TUPANCI DO SUL";340;1
"432220 TUPANCIRETA";7016;5777
"432225 TUPANDI";1127;-
"432230 TUPARENDI";1704;1934
"432232 TURUCU";931;3
"432234 UBIRETAMA";420;10
"432235 UNIAO DA SERRA";198;-
"432237 UNISTALDA";645;-
"432240 URUGUAIANA";47569;48464
"432250 VACARIA";22542;26888
"432252 VALE VERDE";741;4
"432253 VALE DO SOL";2415;2009
"432254 VALE REAL";1384;-
"432255 VANINI";443;-
"432260 VENANCIO AIRES";17882;19618
"432270 VERA CRUZ";6350;3757
"432280 VERANOPOLIS";5550;6892
"432285 VESPASIANO CORREA";364;-
"432290 VIADUTOS";1051;699
"432300 VIAMAO";77703;19383
"432310 VICENTE DUTRA";1737;773
"432320 VICTOR GRAEFF";664;72
"432330 VILA FLORES";687;-
"432335 VILA LANGARO";444;-
"432340 VILA MARIA";901;212
"432345 VILA NOVA DO SUL";826;6
"432350 VISTA ALEGRE";737;1
"432360 VISTA ALEGRE DO PRATA";253;-
"432370 VISTA GAUCHA";686;591
"432375 VITORIA DAS MISSOES";767;4
"432377 WESTFALIA";663;-
"432380 XANGRI-LA";4490;12
" MUNICIPIO IGNORADO - MS";8;-
"500020 AGUA CLARA";5839;4653
"500025 ALCINOPOLIS";1033;131
"500060 AMAMBAI";16221;17856
"500070 ANASTACIO";9252;5181
"500080 ANAURILANDIA";2470;2212
"500085 ANGELICA";3063;1842
"500090 ANTONIO JOAO";3663;2930
"500100 APARECIDA DO TABOADO";7366;5793
"500110 AQUIDAUANA";19532;25508
"500124 ARAL MOREIRA";3805;2487
"500150 BANDEIRANTES";1843;235
"500190 BATAGUASSU";7894;7289
"500200 BATAYPORA";4389;4010
"500210 BELA VISTA";10317;9755
"500215 BODOQUENA";3072;2721
"500220 BONITO";8159;7601
"500230 BRASILANDIA";4094;3189
"500240 CAARAPO";11566;10170
"500260 CAMAPUA";4719;3579
"500270 CAMPO GRANDE";300144;336823
"500280 CARACOL";1885;1625
"500290 CASSILANDIA";6556;6969
"500295 CHAPADAO DO SUL";8106;6499
"500310 CORGUINHO";867;18
"500315 CORONEL SAPUCAIA";7687;5986
"500320 CORUMBA";46364;52979
"500325 COSTA RICA";8170;8555
"500330 COXIM";12316;13406
"500345 DEODAPOLIS";3864;1674
"500348 DOIS IRMAOS DO BURITI";3106;919
"500350 DOURADINA";1550;22
"500370 DOURADOS";83876;103459
"500375 ELDORADO";5311;5651
"500380 FATIMA DO SUL";6129;6543
"500390 FIGUEIRAO";655;374
"500400 GLORIA DE DOURADOS";2838;2133
"500410 GUIA LOPES DA LAGUNA";3873;2155
"500430 IGUATEMI";5866;8026
"500440 INOCENCIA";2615;2061
"500450 ITAPORA";5165;2931
"500460 ITAQUIRAI";6132;4993
"500470 IVINHEMA";8246;7644
"500480 JAPORA";4057;304
"500490 JARAGUARI";1118;22
"500500 JARDIM";10166;11396
"500510 JATEI";1345;1081
"500515 JUTI";2248;1324
"500520 LADARIO";8119;852
"500525 LAGUNA CARAPA";2570;1833
"500540 MARACAJU";14908;13177
"500560 MIRANDA";11672;10458
"500568 MUNDO NOVO";6599;6786
"500570 NAVIRAI";19174;19840
"500580 NIOAQUE";4536;1571
"500600 NOVA ALVORADA DO SUL";6309;4499
"500620 NOVA ANDRADINA";16587;17691
"500625 NOVO HORIZONTE DO SUL";1773;948
"500627 PARAISO DAS AGUAS";506;1
"500630 PARANAIBA";12430;12601
"500635 PARANHOS";6703;6061
"500640 PEDRO GOMES";2453;1524
"500660 PONTA PORA";38252;37547
"500690 PORTO MURTINHO";5930;5022
"500710 RIBAS DO RIO PARDO";7406;4207
"500720 RIO BRILHANTE";13313;11656
"500730 RIO NEGRO";1278;588
"500740 RIO VERDE DE MATO GROSSO";6860;5197
"500750 ROCHEDO";1365;36
"500755 SANTA RITA DO PARDO";1756;1053
"500769 SAO GABRIEL DO OESTE";9874;8538
"500770 SETE QUEDAS";4647;4124
"500780 SELVIRIA";1335;91
"500790 SIDROLANDIA";14632;8817
"500793 SONORA";5827;5120
"500795 TACURU";4699;4206
"500797 TAQUARUSSU";1065;730
"500800 TERENOS";4058;89
"500830 TRES LAGOAS";39604;40518
"500840 VICENTINA";1718;1152
" MUNICIPIO IGNORADO - MT";68;-
"510010 ACORIZAL";1427;54
"510020 AGUA BOA";8330;15059
"510025 ALTA FLORESTA";20396;26176
"510030 ALTO ARAGUAIA";5081;5559
"510035 ALTO BOA VISTA";1524;462
"510040 ALTO GARCAS";3173;493
"510050 ALTO PARAGUAI";2465;557
"510060 ALTO TAQUARI";3366;2403
"510080 APIACAS";3154;2771
"510100 ARAGUAIANA";907;401
"510120 ARAGUAINHA";249;4
"510125 ARAPUTANGA";6209;7925
"510130 ARENAPOLIS";3513;2620
"510140 ARIPUANA";8910;7946
"510160 BARAO DE MELGACO";1493;232
"510170 BARRA DO BUGRES";12475;11922
"510180 BARRA DO GARCAS";22082;27320
"510185 BOM JESUS DO ARAGUAIA";1611;209
"510190 BRASNORTE";5949;3970
"510250 CACERES";38308;46641
"510260 CAMPINAPOLIS";6412;5526
"510263 CAMPO NOVO DO PARECIS";13137;10316
"510267 CAMPO VERDE";14445;12953
"510268 CAMPOS DE JULIO";2383;1179
"510269 CANABRAVA DO NORTE";1513;150
"510270 CANARANA";8420;6587
"510279 CARLINDA";3636;2183
"510285 CASTANHEIRA";2661;609
"510300 CHAPADA DOS GUIMARAES";5883;1495
"510305 CLAUDIA";3417;1674
"510310 COCALINHO";1722;1090
"510320 COLIDER";11090;25680
"510325 COLNIZA";9701;8788
"510330 COMODORO";8177;6709
"510335 CONFRESA";10724;15528
"510336 CONQUISTA D'OESTE";1049;37
"510337 COTRIGUACU";4511;3804
"510340 CUIABA";223298;333785
"510343 CURVELANDIA";1305;5
"510345 DENISE";2785;1162
"510350 DIAMANTINO";8068;8463
"510360 DOM AQUINO";2221;1434
"510370 FELIZ NATAL";4222;360
"510380 FIGUEIROPOLIS D'OESTE";1143;63
"510385 GAUCHA DO NORTE";2545;1571
"510390 GENERAL CARNEIRO";2396;590
"510395 GLORIA D'OESTE";841;1305
"510410 GUARANTA DO NORTE";11888;12312
"510420 GUIRATINGA";3054;2552
"510450 INDIAVAI";892;4
"510452 IPIRANGA DO NORTE";1606;7
"510454 ITANHANGA";1442;37
"510455 ITAUBA";2099;557
"510460 ITIQUIRA";3795;2491
"510480 JACIARA";10228;13622
"510490 JANGADA";2649;140
"510500 JAURU";3695;2251
"510510 JUARA";13282;14056
"510515 JUINA";16383;21994
"510517 JURUENA";3669;3396
"510520 JUSCIMEIRA";3300;474
"510523 LAMBARI D'OESTE";1818;22
"510525 LUCAS DO RIO VERDE";22140;21396
"510530 LUCIARA";833;205
"510550 VILA BELA DA SANTISSIMA TRINDADE";5122;4465
"510558 MARCELANDIA";5154;3369
"510560 MATUPA";6042;6623
"510562 MIRASSOL D'OESTE";9257;7915
"510590 NOBRES";6338;4826
"510600 NORTELANDIA";2311;3331
"510610 NOSSA SENHORA DO LIVRAMENTO";2827;204
"510615 NOVA BANDEIRANTES";3546;2148
"510617 NOVA NAZARE";1171;374
"510618 NOVA LACERDA";1699;52
"510619 NOVA SANTA HELENA";1160;3
"510620 NOVA BRASILANDIA";1347;603
"510621 NOVA CANAA DO NORTE";4011;1278
"510622 NOVA MUTUM";14870;12706
"510623 NOVA OLIMPIA";7597;7670
"510624 NOVA UBIRATA";3176;99
"510625 NOVA XAVANTINA";6711;6471
"510626 NOVO MUNDO";2085;23
"510627 NOVO HORIZONTE DO NORTE";1012;648
"510628 NOVO SAO JOAQUIM";2388;2053
"510629 PARANAITA";3869;2560
"510630 PARANATINGA";8058;6613
"510631 NOVO SANTO ANTONIO";527;44
"510637 PEDRA PRETA";5634;2197
"510642 PEIXOTO DE AZEVEDO";13023;13701
"510645 PLANALTO DA SERRA";791;16
"510650 POCONE";12055;7926
"510665 PONTAL DO ARAGUAIA";1639;2
"510670 PONTE BRANCA";468;335
"510675 PONTES E LACERDA";18697;20860
"510677 PORTO ALEGRE DO NORTE";3710;1703
"510680 PORTO DOS GAUCHOS";2012;1345
"510682 PORTO ESPERIDIAO";3884;207
"510685 PORTO ESTRELA";1111;33
"510700 POXOREO";5528;5773
"510704 PRIMAVERA DO LESTE";25055;26348
"510706 QUERENCIA";6852;6419
"510710 SAO JOSE DOS QUATRO MARCOS";5916;8027
"510715 RESERVA DO CABACAL";717;4
"510718 RIBEIRAO CASCALHEIRA";3470;2872
"510719 RIBEIRAOZINHO";711;568
"510720 RIO BRANCO";1724;2006
"510724 SANTA CARMEM";1600;20
"510726 SANTO AFONSO";727;3
"510729 SAO JOSE DO POVO";634;4
"510730 SAO JOSE DO RIO CLARO";6246;6985
"510735 SAO JOSE DO XINGU";2339;1247
"510740 SAO PEDRO DA CIPA";1554;6
"510757 RONDOLANDIA";726;24
"510760 RONDONOPOLIS";81098;92882
"510770 ROSARIO OESTE";4923;3271
"510774 SANTA CRUZ DO XINGU";580;82
"510775 SALTO DO CEU";1234;792
"510776 SANTA RITA DO TRIVELATO";805;8
"510777 SANTA TEREZINHA";2755;2267
"510779 SANTO ANTONIO DO LESTE";979;273
"510780 SANTO ANTONIO DO LEVERGER";4985;445
"510785 SAO FELIX DO ARAGUAIA";3427;5575
"510787 SAPEZAL";8704;6851
"510788 SERRA NOVA DOURADA";323;3
"510790 SINOP";56431;62026
"510792 SORRISO";32143;46043
"510794 TABAPORA";3044;2324
"510795 TANGARA DA SERRA";33471;42379
"510800 TAPURAH";4712;2180
"510805 TERRA NOVA DO NORTE";3901;2314
"510810 TESOURO";726;406
"510820 TORIXOREU";1069;1237
"510830 UNIAO DO SUL";1255;145
"510835 VALE DE SAO DOMINGOS";765;7
"510840 VARZEA GRANDE";107418;35186
"510850 VERA";3612;1676
"510860 VILA RICA";7535;7028
"510880 NOVA GUARITA";1492;33
"510885 NOVA MARILANDIA";937;5
"510890 NOVA MARINGA";1975;118
"510895 NOVA MONTE VERDE";2342;153
" MUNICIPIO IGNORADO - GO";260;3
"520005 ABADIA DE GOIAS";3567;28
"520010 ABADIANIA";4295;34
"520013 ACREUNA";6822;4730
"520015 ADELANDIA";621;20
"520017 AGUA FRIA DE GOIAS";1173;48
"520020 AGUA LIMPA";464;2
"520025 AGUAS LINDAS DE GOIAS";61689;6082
"520030 ALEXANIA";8746;4023
"520050 ALOANDIA";488;422
"520055 ALTO HORIZONTE";1711;5
"520060 ALTO PARAISO DE GOIAS";2532;418
"520080 ALVORADA DO NORTE";3370;4322
"520082 AMARALINA";556;1
"520085 AMERICANO DO BRASIL";1659;1161
"520090 AMORINOPOLIS";1021;933
"520110 ANAPOLIS";129165;157876
"520120 ANHANGUERA";219;1
"520130 ANICUNS";5520;4410
"520140 APARECIDA DE GOIANIA";178695;87005
"520145 APARECIDA DO RIO DOCE";738;11
"520150 APORE";1435;1199
"520160 ARACU";953;299
"520170 ARAGARCAS";6499;5066
"520180 ARAGOIANIA";2663;75
"520215 ARAGUAPAZ";1939;1020
"520235 ARENOPOLIS";903;621
"520250 ARUANA";2244;1517
"520260 AURILANDIA";767;56
"520280 AVELINOPOLIS";588;5
"520310 BALIZA";653;17
"520320 BARRO ALTO";2632;904
"520330 BELA VISTA DE GOIAS";7910;3470
"520340 BOM JARDIM DE GOIAS";2401;1942
"520350 BOM JESUS DE GOIAS";6932;3880
"520355 BONFINOPOLIS";2491;30
"520357 BONOPOLIS";946;1
"520360 BRAZABRANTES";841;2
"520380 BRITANIA";1902;1703
"520390 BURITI ALEGRE";2638;1183
"520393 BURITI DE GOIAS";763;701
"520396 BURITINOPOLIS";990;14
"520400 CABECEIRAS";2502;105
"520410 CACHOEIRA ALTA";2677;1463
"520420 CACHOEIRA DE GOIAS";369;-
"520425 CACHOEIRA DOURADA";2272;1148
"520430 CACU";3621;3521
"520440 CAIAPONIA";4444;3973
"520450 CALDAS NOVAS";26220;27588
"520455 CALDAZINHA";903;1
"520460 CAMPESTRE DE GOIAS";938;3
"520465 CAMPINACU";991;382
"520470 CAMPINORTE";3393;1876
"520480 CAMPO ALEGRE DE GOIAS";1547;90
"520485 CAMPO LIMPO DE GOIAS";2175;3
"520490 CAMPOS BELOS";7984;13479
"520495 CAMPOS VERDES";1713;919
"520500 CARMO DO RIO VERDE";2500;305
"520505 CASTELANDIA";1037;615
"520510 CATALAO";29760;35377
"520520 CATURAI";1188;80
"520530 CAVALCANTE";3648;1721
"520540 CERES";6359;32183
"520545 CEZARINA";2541;1532
"520547 CHAPADAO DO CEU";3429;2730
"520549 CIDADE OCIDENTAL";21784;1813
"520551 COCALZINHO DE GOIAS";5030;139
"520552 COLINAS DO SUL";1019;257
"520570 CORREGO DO OURO";706;565
"520580 CORUMBA DE GOIAS";2566;92
"520590 CORUMBAIBA";2137;398
"520620 CRISTALINA";18721;13233
"520630 CRISTIANOPOLIS";852;306
"520640 CRIXAS";5082;5045
"520650 CROMINIA";860;139
"520660 CUMARI";695;41
"520670 DAMIANOPOLIS";1161;1419
"520680 DAMOLANDIA";672;145
"520690 DAVINOPOLIS";412;1
"520710 DIORAMA";575;358
"520725 DOVERLANDIA";2196;1657
"520735 EDEALINA";1044;75
"520740 EDEIA";3321;2078
"520750 ESTRELA DO NORTE";964;589
"520753 FAINA";1637;918
"520760 FAZENDA NOVA";1450;892
"520780 FIRMINOPOLIS";2211;1970
"520790 FLORES DE GOIAS";2507;412
"520800 FORMOSA";40595;46090
"520810 FORMOSO";1487;1112
"520815 GAMELEIRA DE GOIAS";660;1
"520830 DIVINOPOLIS DE GOIAS";1701;1419
"520840 GOIANAPOLIS";3961;183
"520850 GOIANDIRA";1153;185
"520860 GOIANESIA";21404;23238
"520870 GOIANIA";468999;712082
"520880 GOIANIRA";13849;5276
"520890 GOIAS";8599;5709
"520910 GOIATUBA";10384;14890
"520915 GOUVELANDIA";1127;11
"520920 GUAPO";4427;39
"520929 GUARAITA";542;1
"520940 GUARANI DE GOIAS";954;25
"520945 GUARINOS";531;2
"520960 HEITORAI";833;254
"520970 HIDROLANDIA";5687;2018
"520980 HIDROLINA";1037;647
"520990 IACIARA";4827;4116
"520993 INACIOLANDIA";1655;583
"520995 INDIARA";4883;4894
"521000 INHUMAS";15448;17622
"521010 IPAMERI";7404;6339
"521015 IPIRANGA DE GOIAS";569;1
"521020 IPORA";9500;12177
"521030 ISRAELANDIA";698;409
"521040 ITABERAI";11484;5834
"521056 ITAGUARI";1203;22
"521060 ITAGUARU";1225;392
"521080 ITAJA";1662;1630
"521090 ITAPACI";6515;5374
"521100 ITAPIRAPUA";2111;1299
"521120 ITAPURANGA";8045;9181
"521130 ITARUMA";1920;1714
"521140 ITAUCU";1925;882
"521150 ITUMBIARA";30474;32847
"521160 IVOLANDIA";608;331
"521170 JANDAIA";1727;1176
"521180 JARAGUA";13588;8643
"521190 JATAI";33241;33257
"521200 JAUPACI";887;834
"521205 JESUPOLIS";589;3
"521210 JOVIANIA";2121;1078
"521220 JUSSARA";6121;7234
"521225 LAGOA SANTA";309;2
"521230 LEOPOLDO DE BULHOES";2207;1168
"521250 LUZIANIA";71593;24411
"521260 MAIRIPOTABA";578;269
"521270 MAMBAI";2859;1500
"521280 MARA ROSA";3466;2713
"521290 MARZAGAO";701;255
"521295 MATRINCHA";1338;1087
"521300 MAURILANDIA";4374;3180
"521305 MIMOSO DE GOIAS";471;-
"521308 MINACU";11247;11871
"521310 MINEIROS";21257;26019
"521340 MOIPORA";333;4
"521350 MONTE ALEGRE DE GOIAS";2735;227
"521370 MONTES CLAROS DE GOIAS";2160;1516
"521375 MONTIVIDIU";3696;1752
"521377 MONTIVIDIU DO NORTE";972;6
"521380 MORRINHOS";13501;13822
"521385 MORRO AGUDO DE GOIAS";588;30
"521390 MOSSAMEDES";1160;826
"521400 MOZARLANDIA";4901;4205
"521405 MUNDO NOVO";1989;1804
"521410 MUTUNOPOLIS";1242;1264
"521440 NAZARIO";2097;692
"521450 NEROPOLIS";9229;6955
"521460 NIQUELANDIA";12883;11963
"521470 NOVA AMERICA";603;1
"521480 NOVA AURORA";461;-
"521483 NOVA CRIXAS";4146;3934
"521486 NOVA GLORIA";2208;13
"521487 NOVA IGUACU DE GOIAS";765;-
"521490 NOVA ROMA";740;97
"521500 NOVA VENEZA";2163;12
"521520 NOVO BRASIL";954;698
"521523 NOVO GAMA";38040;115
"521525 NOVO PLANALTO";985;2
"521530 ORIZONA";4189;3955
"521540 OURO VERDE DE GOIAS";1102;28
"521550 OUVIDOR";1527;317
"521560 PADRE BERNARDO";9504;1091
"521565 PALESTINA DE GOIAS";958;641
"521570 PALMEIRAS DE GOIAS";7493;6193
"521580 PALMELO";573;293
"521590 PALMINOPOLIS";940;528
"521600 PANAMA";665;-
"521630 PARANAIGUARA";2558;1750
"521640 PARAUNA";3487;2823
"521645 PEROLANDIA";981;-
"521680 PETROLINA DE GOIAS";2198;2211
"521690 PILAR DE GOIAS";696;8
"521710 PIRACANJUBA";5978;4204
"521720 PIRANHAS";3153;2708
"521730 PIRENOPOLIS";7022;2252
"521740 PIRES DO RIO";8183;5193
"521760 PLANALTINA";34910;26480
"521770 PONTALINA";4847;6064
"521800 PORANGATU";14585;16991
"521805 PORTEIRAO";976;4
"521810 PORTELANDIA";1362;939
"521830 POSSE";13299;13937
"521839 PROFESSOR JAMIL";713;3
"521850 QUIRINOPOLIS";13246;14142
"521860 RIALMA";3611;1425
"521870 RIANAPOLIS";1509;4
"521878 RIO QUENTE";904;3
"521880 RIO VERDE";68057;76910
"521890 RUBIATABA";5674;3431
"521900 SANCLERLANDIA";2093;1570
"521910 SANTA BARBARA DE GOIAS";1914;1364
"521920 SANTA CRUZ DE GOIAS";643;398
"521925 SANTA FE DE GOIAS";1652;1074
"521930 SANTA HELENA DE GOIAS";12471;11159
"521935 SANTA ISABEL";788;-
"521940 SANTA RITA DO ARAGUAIA";2087;5
"521945 SANTA RITA DO NOVO DESTINO";633;4
"521950 SANTA ROSA DE GOIAS";849;456
"521960 SANTA TEREZA DE GOIAS";1128;742
"521970 SANTA TEREZINHA DE GOIAS";3335;2336
"521971 SANTO ANTONIO DA BARRA";1181;3
"521973 SANTO ANTONIO DE GOIAS";1675;7
"521975 SANTO ANTONIO DO DESCOBERTO";24089;2464
"521980 SAO DOMINGOS";3169;2813
"521990 SAO FRANCISCO DE GOIAS";1537;253
"522000 SAO JOAO D'ALIANCA";3048;498
"522005 SAO JOAO DA PARAUNA";390;38
"522010 SAO LUIS DE MONTES BELOS";8708;9939
"522015 SAO LUIZ DO NORTE";1521;148
"522020 SAO MIGUEL DO ARAGUAIA";8100;9680
"522026 SAO MIGUEL DO PASSA QUATRO";880;107
"522028 SAO PATRICIO";544;1
"522040 SAO SIMAO";5303;6148
"522045 SENADOR CANEDO";39292;19708
"522050 SERRANOPOLIS";2006;477
"522060 SILVANIA";5963;4357
"522068 SIMOLANDIA";2412;1742
"522070 SITIO D'ABADIA";566;20
"522100 TAQUARAL DE GOIAS";841;2932
"522108 TERESINA DE GOIAS";1013;87
"522119 TEREZOPOLIS DE GOIAS";2356;11
"522130 TRES RANCHOS";650;1
"522140 TRINDADE";38973;15113
"522145 TROMBAS";915;304
"522150 TURVANIA";1212;703
"522155 TURVELANDIA";1473;448
"522157 UIRAPURU";718;3
"522160 URUACU";12944;15924
"522170 URUANA";3608;698
"522180 URUTAI";633;5
"522185 VALPARAISO DE GOIAS";53222;12113
"522190 VARJAO";807;9
"522200 VIANOPOLIS";4142;4501
"522205 VICENTINOPOLIS";2561;1758
"522220 VILA BOA";1575;722
"522230 VILA PROPICIO";1359;8
" MUNICIPIO IGNORADO - DF";8;-
"530010 BRASILIA";1010070;1275962
"Ignorado - BR";-;-
"Total";67260513;67260544
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Nascidos Vivos - SINASC
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Nascidos Vivos, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Consolidação do Sistema de Informações sobre Nascidos Vivos - 2011".
 
 * A categorização da "Adequação quantitativa de pré-natal" mostrada na variável "Adeq quant pré-natal" considera o início do
 pré-natal no primeiro trimestre e um mínimo de seis consultas de pré-natal –, sendo gravada em campo chamado Kotelchuck no
 arquivo disponível para download, calculado a partir dos campos “33 – Número de consultas pré-natal” (Mesprenat) e “34 – Mês de gestação em que iniciou o pré-natal” (Consprenat).
 Maiores informações no documento "Saúde Brasil 2017: uma análise da situação de saúde e os desafios para o alcance dos Objetivos de Desenvolvi
 
