 Nascidos vivos - Brasil;;;;;;;;;
Nascim p/resid.mãe por Município e Peso ao nascer;;;;;;;;;
Período:2000-2022;;;;;;;;;
Município;Menos de 500g;500 a 999g;1000 a 1499 g;1500 a 2499 g;2500 a 2999 g;3000 a 3999 g;4000g e mais;Ignorado;Total
421220 PAPANDUVA;4;28;38;398;1354;4211;326;1;6360
421223 PARAISO;-;3;11;87;234;812;63;2;1212
421225 PASSO DE TORRES;2;9;9;121;437;1244;133;-;1955
421227 PASSOS MAIA;2;11;15;108;368;1003;54;2;1563
421230 PAULO LOPES;1;4;8;114;384;1454;144;-;2109
421240 PEDRAS GRANDES;1;1;7;71;193;604;54;-;931
421250 PENHA;6;28;49;478;1640;5359;509;1;8070
421260 PERITIBA;-;-;1;47;152;428;48;1;677
421265 PESCARIA BRAVA;1;4;7;73;215;568;34;-;902
421270 PETROLANDIA;1;4;5;87;264;1202;125;-;1688
421280 BALNEARIO PICARRAS;5;24;33;372;1308;4163;425;1;6331
421290 PINHALZINHO;2;21;25;408;1460;3668;203;-;5787
421300 PINHEIRO PRETO;-;2;12;64;200;589;30;-;897
421310 PIRATUBA;2;5;12;128;347;809;49;-;1352
421315 PLANALTO ALEGRE;-;3;6;46;130;493;52;-;730
421320 POMERODE;5;41;43;491;1557;5346;499;1;7983
421330 PONTE ALTA;1;6;10;107;506;1067;74;1;1772
421335 PONTE ALTA DO NORTE;-;4;10;107;351;787;50;3;1312
421340 PONTE SERRADA;2;17;31;287;1106;2489;175;-;4107
421350 PORTO BELO;2;20;42;314;1017;3514;341;-;5250
421360 PORTO UNIAO;8;47;76;854;2706;7393;488;6;11578
421370 POUSO REDONDO;6;16;25;319;966;3412;385;-;5129
421380 PRAIA GRANDE;1;5;10;126;387;1463;161;1;2154
421390 PRESIDENTE CASTELLO BRANCO;1;1;1;30;97;223;17;-;370
421400 PRESIDENTE GETULIO;2;24;16;278;876;3302;382;9;4889
421410 PRESIDENTE NEREU;-;1;4;33;121;394;40;-;593
421415 PRINCESA;-;2;9;61;171;501;53;-;797
421420 QUILOMBO;2;9;15;192;744;2140;163;2;3267
421430 RANCHO QUEIMADO;-;4;7;33;125;514;63;-;746
421440 RIO DAS ANTAS;-;4;10;119;355;1040;77;-;1605
421450 RIO DO CAMPO;1;4;11;93;339;1421;216;2;2087
421460 RIO DO OESTE;2;11;7;140;355;1266;118;-;1899
421470 RIO DOS CEDROS;-;7;13;165;571;1581;138;1;2476
421480 RIO DO SUL;12;91;128;1397;4406;12921;1011;4;19970
421490 RIO FORTUNA;-;5;4;44;176;941;196;-;1366
421500 RIO NEGRINHO;12;71;119;1002;3509;9918;683;1;15315
421505 RIO RUFINO;1;1;3;58;163;474;39;-;739
421507 RIQUEZA;1;3;5;86;267;884;78;-;1324
421510 RODEIO;3;9;24;204;521;1722;161;-;2644
421520 ROMELANDIA;1;4;11;93;317;833;80;-;1339
421530 SALETE;1;8;7;135;374;1501;217;-;2243
421535 SALTINHO;1;4;4;102;300;835;51;5;1302
421540 SALTO VELOSO;-;4;14;98;314;700;47;1;1178
421545 SANGAO;1;8;20;260;775;2594;268;-;3926
421550 SANTA CECILIA;4;39;59;615;2133;4276;193;7;7326
421555 SANTA HELENA;-;1;4;24;134;414;38;-;615
421560 SANTA ROSA DE LIMA;-;4;1;17;62;364;56;-;504
421565 SANTA ROSA DO SUL;-;7;18;138;437;1609;171;2;2382
421567 SANTA TEREZINHA;1;7;6;122;416;1656;188;-;2396
421568 SANTA TEREZINHA DO PROGRESSO;-;2;2;45;177;588;47;6;867
421569 SANTIAGO DO SUL;-;-;-;30;88;303;6;-;427
421570 SANTO AMARO DA IMPERATRIZ;1;18;27;320;1146;4120;415;-;6047
421575 SAO BERNARDINO;-;-;5;64;215;622;43;1;950
421580 SAO BENTO DO SUL;14;114;180;1738;5840;17645;1452;-;26983
421590 SAO BONIFACIO;-;1;5;38;77;433;74;1;629
421600 SAO CARLOS;-;5;17;195;586;1736;153;1;2693
421605 SAO CRISTOVAO DO SUL;2;8;17;151;492;1069;72;-;1811
421610 SAO DOMINGOS;-;15;14;191;591;1795;167;1;2774
421620 SAO FRANCISCO DO SUL;9;94;101;960;2962;9529;916;4;14575
421625 SAO JOAO DO OESTE;-;6;16;66;202;941;105;1;1337
421630 SAO JOAO BATISTA;7;36;49;438;1547;5781;713;2;8573
421635 SAO JOAO DO ITAPERIU;-;6;2;79;212;745;79;-;1123
421640 SAO JOAO DO SUL;-;6;12;95;334;1403;179;-;2029
421650 SAO JOAQUIM;15;48;75;692;2214;5199;308;10;8561
421660 SAO JOSE;46;302;463;4526;13201;45876;4384;10;68808
421670 SAO JOSE DO CEDRO;-;12;31;247;923;2614;167;3;3997
421680 SAO JOSE DO CERRITO;-;10;14;173;535;1369;124;17;2242
421690 SAO LOURENCO DO OESTE;3;26;52;591;2093;4745;253;15;7778
421700 SAO LUDGERO;1;13;21;233;666;2526;258;-;3718
421710 SAO MARTINHO;-;4;6;39;116;593;96;1;855
421715 SAO MIGUEL DA BOA VISTA;1;1;1;17;112;328;25;-;485
421720 SAO MIGUEL DO OESTE;9;37;81;828;2476;7281;533;1;11246
421725 SAO PEDRO DE ALCANTARA;-;5;5;42;136;536;62;-;786
421730 SAUDADES;-;6;15;143;519;1705;131;2;2521
421740 SCHROEDER;12;15;36;328;997;3413;370;-;5171
421750 SEARA;4;15;37;328;1205;3465;198;-;5252
421755 SERRA ALTA;-;1;5;48;188;549;45;-;836
421760 SIDEROPOLIS;3;8;15;211;646;2218;221;1;3323
421770 SOMBRIO;5;43;50;516;1789;6260;698;-;9361
421775 SUL BRASIL;-;4;4;58;185;521;38;-;810
421780 TAIO;4;18;31;305;1055;3819;429;-;5661
421790 TANGARA;1;14;9;175;519;1401;89;2;2210
421795 TIGRINHOS;2;-;5;27;130;390;25;-;579
421800 TIJUCAS;12;49;73;786;2430;8269;889;3;12511
421810 TIMBE DO SUL;-;3;8;93;284;1013;103;1;1505
421820 TIMBO;7;47;65;644;2168;6714;640;1;10286
421825 TIMBO GRANDE;2;8;16;242;764;1693;109;7;2841
421830 TRES BARRAS;3;41;60;579;1780;4452;292;9;7216
421835 TREVISO;1;4;8;47;174;564;54;1;853
421840 TREZE DE MAIO;-;8;9;111;365;1240;108;-;1841
421850 TREZE TILIAS;1;6;8;127;540;1417;90;-;2189
421860 TROMBUDO CENTRAL;1;12;12;126;388;1411;146;-;2096
421870 TUBARAO;21;135;220;2196;6455;18593;1504;10;29134
421875 TUNAPOLIS;-;8;7;71;221;845;118;1;1271
421880 TURVO;3;11;17;208;750;2418;270;1;3678
421885 UNIAO DO OESTE;-;2;2;54;151;501;54;-;764
421890 URUBICI;2;14;18;210;707;2168;196;2;3317
421895 URUPEMA;-;3;5;67;209;477;21;2;784
421900 URUSSANGA;4;21;26;301;961;3270;302;-;4885
421910 VARGEAO;-;5;6;79;314;764;29;1;1198
421915 VARGEM;-;2;7;55;227;496;39;1;827
421917 VARGEM BONITA;2;9;8;152;492;1005;60;1;1729
421920 VIDAL RAMOS;-;8;12;127;355;1308;119;-;1929
421930 VIDEIRA;14;66;138;1265;4496;10907;540;1;17427
421935 VITOR MEIRELES;1;7;8;84;327;1332;160;3;1922
421940 WITMARSUM;-;3;6;61;209;761;109;-;1149
421950 XANXERE;17;57;118;1351;3994;9117;529;4;15187
421960 XAVANTINA;1;5;11;61;227;480;32;-;817
421970 XAXIM;5;35;48;730;2598;5524;227;1;9168
421985 ZORTEA;3;4;11;85;281;617;28;-;1029
422000 BALNEARIO RINCAO;1;10;15;125;341;1311;111;-;1914
 MUNICIPIO IGNORADO - RS;-;-;-;-;1;-;-;-;1
430003 ACEGUA;2;9;9;90;245;916;147;1;1419
430005 AGUA SANTA;-;2;5;57;249;612;32;-;957
430010 AGUDO;-;17;25;294;828;2711;291;5;4171
430020 AJURICABA;2;3;12;129;414;1056;73;-;1689
430030 ALECRIM;-;5;10;77;206;966;144;-;1408
430040 ALEGRETE;8;104;214;2030;5809;13555;888;-;22608
430045 ALEGRIA;1;3;4;64;204;589;63;-;928
430047 ALMIRANTE TAMANDARE DO SUL;-;3;1;47;130;221;10;-;412
430050 ALPESTRE;-;2;10;106;448;1259;109;-;1934
430055 ALTO ALEGRE;1;3;4;48;138;174;6;-;374
430057 ALTO FELIZ;1;6;5;35;108;346;25;-;526
430060 ALVORADA;30;469;679;6132;17041;46814;4034;8;75207
430063 AMARAL FERRADOR;1;5;16;131;363;943;72;-;1531
430064 AMETISTA DO SUL;3;9;15;145;537;1576;112;-;2397
430066 ANDRE DA ROCHA;-;2;2;16;68;149;18;-;255
430070 ANTA GORDA;1;3;6;88;264;817;58;2;1239
430080 ANTONIO PRADO;1;19;15;213;791;1989;104;1;3133
430085 ARAMBARE;-;2;2;74;217;591;54;-;940
430087 ARARICA;-;8;11;150;476;1245;109;-;1999
430090 ARATIBA;-;3;15;76;237;870;99;-;1300
430100 ARROIO DO MEIO;-;13;25;314;1068;3428;243;2;5093
430105 ARROIO DO SAL;4;7;21;184;464;1399;154;1;2234
430107 ARROIO DO PADRE;-;2;2;32;80;386;59;1;562
430110 ARROIO DOS RATOS;1;22;23;328;919;2444;182;3;3922
430120 ARROIO DO TIGRE;-;9;31;334;1025;2179;109;4;3691
430130 ARROIO GRANDE;6;21;43;351;1116;3300;387;1;5225
430140 ARVOREZINHA;-;14;35;251;695;1675;114;7;2791
430150 AUGUSTO PESTANA;-;8;10;115;367;999;87;-;1586
430155 AUREA;1;5;6;67;145;510;41;-;775
430160 BAGE;63;240;401;3421;9139;23092;1839;6;38201
430163 BALNEARIO PINHAL;1;10;21;221;643;1862;190;1;2949
430165 BARAO;1;4;9;88;252;701;64;1;1120
430170 BARAO DE COTEGIPE;1;4;12;84;348;1045;82;-;1576
430175 BARAO DO TRIUNFO;1;4;10;129;424;970;66;11;1615
430180 BARRACAO;-;5;7;109;322;791;53;-;1287
430185 BARRA DO GUARITA;-;3;6;55;203;643;64;-;974
430187 BARRA DO QUARAI;1;6;8;59;200;641;74;22;1011
430190 BARRA DO RIBEIRO;2;13;27;223;787;2201;194;9;3456
430192 BARRA DO RIO AZUL;-;1;1;15;67;214;15;2;315
430195 BARRA FUNDA;-;3;6;75;200;367;20;-;671
430200 BARROS CASSAL;1;8;36;293;820;2015;154;15;3342
430205 BENJAMIN CONSTANT DO SUL;1;2;1;64;215;574;30;16;903
430210 BENTO GONCALVES;40;178;287;2770;7504;19222;1376;3;31380
430215 BOA VISTA DAS MISSOES;-;1;5;58;180;332;19;1;596
430220 BOA VISTA DO BURICA;1;4;8;107;308;1129;94;-;1651
430222 BOA VISTA DO CADEADO;1;1;4;36;124;277;16;-;459
430223 BOA VISTA DO INCRA;1;3;6;36;190;447;28;-;711
430225 BOA VISTA DO SUL;-;3;3;15;106;314;13;-;454
430230 BOM JESUS;2;17;36;277;1030;2547;203;3;4115
430235 BOM PRINCIPIO;4;8;33;187;606;2249;216;-;3303
430237 BOM PROGRESSO;-;7;2;61;180;415;29;-;694
430240 BOM RETIRO DO SUL;-;21;18;233;764;2152;176;-;3364
430245 BOQUEIRAO DO LEAO;-;5;25;183;522;1545;133;-;2413
430250 BOSSOROCA;1;3;10;130;340;1076;80;3;1643
430258 BOZANO;-;3;4;29;112;277;20;-;445
430260 BRAGA;-;3;7;87;308;681;41;7;1134
430265 BROCHIER;-;4;8;61;172;628;63;-;936
430270 BUTIA;1;30;60;516;1386;3755;308;2;6058
430280 CACAPAVA DO SUL;1;48;84;814;2262;5727;528;13;9477
430290 CACEQUI;2;19;33;265;792;2038;139;1;3289
430300 CACHOEIRA DO SUL;15;136;260;2218;5521;15048;1393;6;24597
430310 CACHOEIRINHA;15;220;377;3256;9242;26302;2265;7;41684
430320 CACIQUE DOBLE;1;4;16;135;370;813;45;7;1391
430330 CAIBATE;-;7;7;106;324;788;38;1;1271
430340 CAICARA;1;5;9;64;214;788;94;-;1175
430350 CAMAQUA;5;98;136;1552;4774;12433;938;19;19955
430355 CAMARGO;-;1;6;67;196;373;24;-;667
430360 CAMBARA DO SUL;2;4;14;160;462;1355;102;2;2101
430367 CAMPESTRE DA SERRA;-;5;5;47;165;358;30;1;611
430370 CAMPINA DAS MISSOES;-;3;2;101;273;804;89;-;1272
430380 CAMPINAS DO SUL;1;9;6;113;298;841;56;-;1324
430390 CAMPO BOM;7;80;154;1335;4129;12851;1181;3;19740
430400 CAMPO NOVO;-;7;14;161;534;988;57;6;1767
430410 CAMPOS BORGES;1;4;9;105;309;480;11;-;919
430420 CANDELARIA;4;41;85;648;1920;5344;451;17;8510
430430 CANDIDO GODOI;-;6;6;61;231;1018;133;-;1455
430435 CANDIOTA;1;17;24;228;704;1995;162;3;3134
430440 CANELA;3;72;126;1224;3846;9093;523;3;14890
430450 CANGUCU;13;66;121;1050;2851;9243;1018;14;14376
430460 CANOAS;53;601;1000;8757;25201;73012;6723;21;115368
430461 CANUDOS DO VALE;-;1;-;22;71;213;24;1;332
430462 CAPAO BONITO DO SUL;-;2;-;30;112;216;13;-;373
430463 CAPAO DA CANOA;15;73;116;1260;3775;11821;1094;7;18161
430465 CAPAO DO CIPO;-;5;7;62;168;472;42;-;756
430466 CAPAO DO LEAO;7;40;61;669;1887;4704;402;-;7770
430467 CAPIVARI DO SUL;-;2;5;66;244;683;72;-;1072
430468 CAPELA DE SANTANA;1;10;17;199;575;2002;223;1;3028
430469 CAPITAO;-;4;3;56;179;487;46;1;776
430470 CARAZINHO;11;98;167;1823;5487;11097;529;7;19219
430471 CARAA;-;5;17;103;294;768;76;11;1274
430480 CARLOS BARBOSA;2;28;45;539;1763;3897;241;-;6515
430485 CARLOS GOMES;-;2;-;27;76;200;18;1;324
430490 CASCA;2;4;11;123;413;1211;114;-;1878
430495 CASEIROS;-;-;8;62;190;423;11;1;695
430500 CATUIPE;2;7;12;184;564;1312;84;-;2165
430510 CAXIAS DO SUL;88;783;1300;12778;36483;79510;4287;17;135246
430511 CENTENARIO;-;2;2;56;133;388;16;-;597
430512 CERRITO;-;5;13;115;319;766;63;1;1282
430513 CERRO BRANCO;-;4;6;57;168;542;56;2;835
430515 CERRO GRANDE;2;5;3;78;222;443;21;-;774
430517 CERRO GRANDE DO SUL;1;11;24;244;676;1980;150;4;3090
430520 CERRO LARGO;-;14;15;219;623;2107;218;2;3198
430530 CHAPADA;2;10;11;153;575;1148;55;1;1955
430535 CHARQUEADAS;1;28;71;749;2025;5608;426;1;8909
430537 CHARRUA;1;7;8;98;307;666;45;15;1147
430540 CHIAPETTA;1;1;6;72;278;755;60;-;1173
430543 CHUI;1;7;8;87;243;781;90;12;1229
430544 CHUVISCA;2;3;6;75;333;980;83;-;1482
430545 CIDREIRA;1;15;38;281;804;2411;251;-;3801
430550 CIRIACO;-;5;4;88;304;650;32;1;1084
430558 COLINAS;-;1;2;24;85;305;32;-;449
430560 COLORADO;2;4;8;46;160;342;17;-;579
430570 CONDOR;5;4;10;120;420;987;69;-;1615
430580 CONSTANTINA;1;12;27;264;784;1716;96;-;2900
430583 COQUEIRO BAIXO;-;-;3;21;41;133;8;-;206
430585 COQUEIROS DO SUL;-;4;4;52;153;292;18;-;523
430587 CORONEL BARROS;-;-;3;60;130;385;34;-;612
430590 CORONEL BICACO;1;7;15;249;773;1342;62;2;2451
430593 CORONEL PILAR;-;-;2;17;53;145;6;-;223
430595 COTIPORA;2;1;4;42;128;421;22;1;621
430597 COXILHA;-;2;6;82;257;530;25;-;902
430600 CRISSIUMAL;2;6;20;229;792;2230;174;5;3458
430605 CRISTAL;-;4;19;144;460;1461;161;4;2253
430607 CRISTAL DO SUL;-;1;5;75;238;492;25;-;836
430610 CRUZ ALTA;13;95;179;1777;5372;12900;813;4;21153
430613 CRUZALTENSE;-;4;-;36;111;249;12;-;412
430620 CRUZEIRO DO SUL;-;7;17;184;535;1689;131;-;2563
430630 DAVID CANABARRO;-;8;5;78;271;633;43;2;1040
430632 DERRUBADAS;-;3;2;60;210;568;51;3;897
430635 DEZESSEIS DE NOVEMBRO;2;1;3;33;113;429;57;3;641
430637 DILERMANDO DE AGUIAR;-;2;7;59;152;455;30;3;708
430640 DOIS IRMAOS;2;40;63;551;1797;5446;431;1;8331
430642 DOIS IRMAOS DAS MISSOES;-;4;2;64;236;378;21;8;713
430645 DOIS LAJEADOS;2;5;3;38;134;393;23;-;598
430650 DOM FELICIANO;-;12;18;288;903;2787;233;16;4257
430655 DOM PEDRO DE ALCANTARA;-;4;1;23;88;344;44;2;506
430660 DOM PEDRITO;5;50;84;830;2584;7289;488;5;11335
430670 DONA FRANCISCA;-;1;4;58;160;528;27;1;779
430673 DOUTOR MAURICIO CARDOSO;-;6;7;53;186;683;69;10;1014
430675 DOUTOR RICARDO;-;3;2;23;73;248;14;-;363
430676 ELDORADO DO SUL;6;62;102;908;2545;7643;671;8;11945
430680 ENCANTADO;3;33;34;411;1227;3607;255;-;5570
430690 ENCRUZILHADA DO SUL;5;41;65;644;1800;4555;334;20;7464
430692 ENGENHO VELHO;1;3;5;41;142;385;23;1;601
430693 ENTRE-IJUIS;1;12;20;208;563;1535;95;1;2435
430695 ENTRE RIOS DO SUL;-;8;10;86;251;448;26;-;829
430697 EREBANGO;2;7;17;61;243;565;33;-;928
430700 ERECHIM;19;152;278;2499;7668;18109;1093;8;29826
430705 ERNESTINA;-;5;7;76;235;457;23;-;803
430710 HERVAL;3;8;15;133;421;1264;110;19;1973
430720 ERVAL GRANDE;-;-;10;96;340;815;67;5;1333
430730 ERVAL SECO;2;6;13;142;542;1429;107;19;2260
430740 ESMERALDA;1;2;6;82;214;524;33;6;868
430745 ESPERANCA DO SUL;-;2;4;52;208;609;40;20;935
430750 ESPUMOSO;-;27;42;462;1405;2551;103;1;4591
430755 ESTACAO;1;8;9;129;432;933;34;-;1546
430760 ESTANCIA VELHA;3;59;107;896;2738;9145;952;6;13906
430770 ESTEIO;9;142;236;2202;6734;18024;1522;5;28874
430780 ESTRELA;5;28;83;722;1893;5744;566;3;9044
430781 ESTRELA VELHA;-;3;6;68;243;583;38;2;943
430783 EUGENIO DE CASTRO;-;4;1;45;171;455;24;-;700
430786 FAGUNDES VARELA;-;2;1;28;104;314;21;-;470
430790 FARROUPILHA;15;79;180;1609;4841;11463;619;2;18808
430800 FAXINAL DO SOTURNO;2;7;12;112;377;967;62;-;1539
430805 FAXINALZINHO;-;-;3;51;193;435;30;2;714
430807 FAZENDA VILANOVA;-;4;11;86;263;713;58;-;1135
430810 FELIZ;5;7;35;228;641;1991;202;2;3111
430820 FLORES DA CUNHA;3;42;78;641;2117;4668;245;2;7796
430825 FLORIANO PEIXOTO;-;-;1;21;86;224;19;-;351
430830 FONTOURA XAVIER;5;10;20;189;661;1939;187;18;3029
430840 FORMIGUEIRO;1;6;15;139;370;984;82;-;1597
430843 FORQUETINHA;-;1;2;27;57;265;28;-;380
430845 FORTALEZA DOS VALOS;-;4;10;126;341;704;44;3;1232
430850 FREDERICO WESTPHALEN;4;33;49;616;2131;5643;371;3;8850
430860 GARIBALDI;3;42;63;650;2015;4779;268;1;7821
430865 GARRUCHOS;-;4;3;53;172;468;32;1;733
430870 GAURAMA;1;4;10;84;292;768;57;-;1216
430880 GENERAL CAMARA;-;8;13;162;478;1206;95;1;1963
430885 GENTIL;-;2;2;30;105;279;20;1;439
430890 GETULIO VARGAS;-;13;40;344;1119;2546;175;2;4239
430900 GIRUA;2;19;26;357;1348;2828;158;-;4738
430905 GLORINHA;-;7;14;107;383;1102;108;-;1721
430910 GRAMADO;11;55;99;884;2800;7279;489;-;11617
430912 GRAMADO DOS LOUREIROS;-;1;9;63;173;433;17;-;696
430915 GRAMADO XAVIER;-;6;9;77;289;759;66;9;1215
430920 GRAVATAI;25;390;695;6341;19220;51202;4205;16;82094
430925 GUABIJU;-;-;2;25;67;153;9;-;256
430930 GUAIBA;20;145;257;2406;6798;19497;1670;7;30800
430940 GUAPORE;1;34;50;570;1506;3928;279;-;6368
430950 GUARANI DAS MISSOES;-;10;6;131;376;1324;122;-;1969
430955 HARMONIA;2;2;6;54;198;691;77;1;1031
430957 HERVEIRAS;1;2;7;69;175;557;61;17;889
430960 HORIZONTINA;1;20;26;368;1190;3401;221;3;5230
430965 HULHA NEGRA;4;9;21;119;384;1329;172;3;2041
430970 HUMAITA;1;-;1;74;257;727;39;2;1101
430975 IBARAMA;-;7;8;65;286;812;63;6;1247
430980 IBIACA;-;6;9;64;236;604;33;-;952
430990 IBIRAIARAS;-;6;21;134;455;982;43;6;1647
430995 IBIRAPUITA;1;4;8;112;316;624;36;2;1103
431000 IBIRUBA;1;25;58;436;1464;3424;214;3;5625
431010 IGREJINHA;4;41;79;792;2634;7232;567;-;11349
431020 IJUI;8;128;192;1944;6190;15225;957;5;24649
431030 ILOPOLIS;-;1;3;76;268;659;39;1;1047
431033 IMBE;2;24;49;446;1185;3800;368;1;5875
431036 IMIGRANTE;1;8;1;41;94;378;54;-;577
431040 INDEPENDENCIA;-;8;6;135;421;1048;81;1;1700
431041 INHACORA;-;2;4;44;169;455;32;-;706
431043 IPE;3;1;11;79;296;780;53;-;1223
431046 IPIRANGA DO SUL;-;2;3;38;120;194;7;-;364
431050 IRAI;1;11;15;175;581;1616;116;9;2524
431053 ITAARA;1;14;15;120;358;827;63;-;1398
431055 ITACURUBI;-;2;5;48;173;512;42;3;785
431057 ITAPUCA;-;1;1;50;130;357;18;-;557
431060 ITAQUI;18;64;103;946;3007;8602;670;5;13415
431065 ITATI;-;3;5;26;103;401;63;2;603
431070 ITATIBA DO SUL;-;1;9;55;178;633;61;2;939
431075 IVORA;-;2;2;35;100;255;10;-;404
431080 IVOTI;1;23;46;403;1199;3801;336;-;5809
431085 JABOTICABA;1;5;8;82;282;619;27;1;1025
431087 JACUIZINHO;-;1;3;54;157;297;13;-;525
431090 JACUTINGA;-;3;3;52;200;463;31;-;752
431100 JAGUARAO;2;36;62;638;1733;5404;577;4;8456
431110 JAGUARI;-;11;12;159;477;1602;156;1;2418
431112 JAQUIRANA;1;5;8;118;338;804;79;5;1358
431113 JARI;-;3;10;68;184;514;53;4;836
431115 JOIA;1;11;16;162;481;1480;126;3;2280
431120 JULIO DE CASTILHOS;-;29;44;522;1544;3790;232;4;6165
431123 LAGOA BONITA DO SUL;-;4;6;31;164;403;27;-;635
431125 LAGOAO;-;3;16;187;546;1034;59;6;1851
431127 LAGOA DOS TRES CANTOS;-;-;6;33;77;201;17;-;334
431130 LAGOA VERMELHA;8;30;72;861;2658;5067;272;7;8975
431140 LAJEADO;13;118;186;1750;4782;15387;1566;1;23803
431142 LAJEADO DO BUGRE;-;-;3;76;275;454;29;-;837
431150 LAVRAS DO SUL;-;16;21;149;415;1235;133;-;1969
431160 LIBERATO SALZANO;-;9;14;112;397;925;64;1;1522
431162 LINDOLFO COLLOR;-;7;16;105;354;1197;125;-;1804
431164 LINHA NOVA;-;2;-;14;56;135;15;-;222
431170 MACHADINHO;1;7;13;151;471;942;58;2;1645
431171 MACAMBARA;1;3;9;82;298;726;61;1;1181
431173 MAMPITUBA;1;2;6;46;135;604;78;1;873
431175 MANOEL VIANA;-;13;18;182;472;1039;64;6;1794
431177 MAQUINE;1;5;8;97;390;1129;114;4;1748
431179 MARATA;-;-;1;25;76;312;70;-;484
431180 MARAU;7;64;104;1031;2925;6645;346;1;11123
431190 MARCELINO RAMOS;1;2;12;69;224;753;55;2;1118
431198 MARIANA PIMENTEL;-;3;6;60;197;575;49;2;892
431200 MARIANO MORO;-;1;3;34;90;284;17;-;429
431205 MARQUES DE SOUZA;-;6;5;45;183;552;45;-;836
431210 MATA;-;2;2;76;275;728;86;-;1169
431213 MATO CASTELHANO;2;1;8;80;192;426;31;-;740
431215 MATO LEITAO;1;3;9;79;219;569;43;-;923
431217 MATO QUEIMADO;-;2;2;32;91;275;20;-;422
431220 MAXIMILIANO DE ALMEIDA;1;5;7;92;307;749;56;-;1217
431225 MINAS DO LEAO;-;16;21;190;551;1487;145;-;2410
431230 MIRAGUAI;-;3;7;79;336;903;76;19;1423
431235 MONTAURI;-;2;3;15;62;196;10;-;288
431237 MONTE ALEGRE DOS CAMPOS;-;2;3;56;212;489;55;-;817
431238 MONTE BELO DO SUL;1;2;4;32;105;294;14;-;452
431240 MONTENEGRO;7;106;153;1323;3977;13033;1395;7;20001
431242 MORMACO;-;5;8;52;166;414;30;-;675
431244 MORRINHOS DO SUL;-;2;7;51;117;427;57;-;661
431245 MORRO REDONDO;-;6;12;85;258;796;87;1;1245
431247 MORRO REUTER;-;4;10;112;281;896;66;-;1369
431250 MOSTARDAS;2;12;25;222;665;2048;223;-;3197
431260 MUCUM;1;3;5;79;242;685;46;1;1062
431261 MUITOS CAPOES;3;3;8;62;200;419;25;-;720
431262 MULITERNO;1;3;4;52;129;307;29;1;526
431265 NAO-ME-TOQUE;3;30;41;386;1224;2917;183;-;4784
431267 NICOLAU VERGUEIRO;-;1;3;47;150;236;19;1;457
431270 NONOAI;1;11;30;401;1162;2609;123;5;4342
431275 NOVA ALVORADA;2;4;7;68;241;543;37;-;902
431280 NOVA ARACA;-;7;9;80;259;745;53;-;1153
431290 NOVA BASSANO;5;8;16;144;439;1185;73;-;1870
431295 NOVA BOA VISTA;-;5;3;26;92;261;11;-;398
431300 NOVA BRESCIA;-;1;2;33;139;410;41;-;626
431301 NOVA CANDELARIA;1;4;3;33;95;441;56;-;633
431303 NOVA ESPERANCA DO SUL;-;11;10;72;262;764;52;-;1171
431306 NOVA HARTZ;1;32;38;475;1445;3613;297;1;5902
431308 NOVA PADUA;-;1;1;30;94;261;9;-;396
431310 NOVA PALMA;-;6;7;87;308;1102;69;1;1580
431320 NOVA PETROPOLIS;3;28;33;367;1182;3272;216;-;5101
431330 NOVA PRATA;4;17;52;550;1842;4088;210;7;6770
431333 NOVA RAMADA;-;-;5;40;134;372;11;-;562
431335 NOVA ROMA DO SUL;-;2;2;48;156;375;18;1;602
431337 NOVA SANTA RITA;3;26;61;563;1610;4798;379;1;7441
431339 NOVO CABRAIS;-;1;7;73;192;503;62;-;838
431340 NOVO HAMBURGO;31;365;618;5485;16012;46885;4248;33;73677
431342 NOVO MACHADO;-;4;3;48;123;466;69;5;718
431344 NOVO TIRADENTES;-;2;4;57;130;343;19;1;556
431346 NOVO XINGU;-;-;3;29;100;240;5;-;377
431349 NOVO BARREIRO;-;8;5;93;297;573;26;-;1002
431350 OSORIO;8;81;114;966;2753;8694;904;3;13523
431360 PAIM FILHO;-;1;6;51;185;586;68;-;897
431365 PALMARES DO SUL;2;12;25;209;673;1969;220;1;3111
431370 PALMEIRA DAS MISSOES;10;48;78;1168;3831;6528;251;6;11920
431380 PALMITINHO;-;9;9;125;463;1343;93;-;2042
431390 PANAMBI;6;45;91;1040;3388;7755;393;7;12725
431395 PANTANO GRANDE;-;14;22;209;602;1781;159;5;2792
431400 PARAI;1;6;18;116;397;1056;71;1;1666
431402 PARAISO DO SUL;-;5;13;131;289;1031;121;4;1594
431403 PARECI NOVO;-;3;3;52;150;601;67;1;877
431405 PAROBE;6;64;122;1182;3964;11408;989;-;17735
431406 PASSA SETE;1;3;10;78;305;754;63;6;1220
431407 PASSO DO SOBRADO;-;5;12;107;303;757;60;-;1244
431410 PASSO FUNDO;44;342;583;6344;17926;36261;2041;19;63560
431413 PAULO BENTO;2;-;2;27;94;257;16;-;398
431415 PAVERAMA;-;7;20;96;406;1118;81;-;1728
431417 PEDRAS ALTAS;3;3;6;40;123;349;35;2;561
431420 PEDRO OSORIO;1;11;17;195;533;1299;117;2;2175
431430 PEJUCARA;-;3;9;75;261;570;31;-;949
431440 PELOTAS;71;594;953;8487;23129;60203;4800;24;98261
431442 PICADA CAFE;2;3;8;69;240;732;42;1;1097
