 Nascidos vivos - Brasil;;;;
Nascim p/resid.mãe por Município e Sexo;;;;
Período:2000-2022;;;;
Município;Masc;Fem;Ign;Total
351518 ESPIRITO SANTO DO PINHAL;5795;5535;2;11332
351519 ESPIRITO SANTO DO TURVO;760;734;-;1494
351520 ESTRELA D'OESTE;1133;1059;-;2192
351530 ESTRELA DO NORTE;436;393;1;830
351535 EUCLIDES DA CUNHA PAULISTA;1537;1429;-;2966
351540 FARTURA;2343;2322;-;4665
351550 FERNANDOPOLIS;8729;8470;2;17201
351560 FERNANDO PRESTES;629;632;-;1261
351565 FERNAO;215;208;-;423
351570 FERRAZ DE VASCONCELOS;33319;32009;9;65337
351580 FLORA RICA;219;214;-;433
351590 FLOREAL;298;257;-;555
351600 FLORIDA PAULISTA;1522;1447;-;2969
351610 FLORINIA;409;414;-;823
351620 FRANCA;55804;53430;21;109255
351630 FRANCISCO MORATO;33460;31627;4;65091
351640 FRANCO DA ROCHA;24885;23868;6;48759
351650 GABRIEL MONTEIRO;352;316;-;668
351660 GALIA;891;887;-;1778
351670 GARCA;6607;6263;3;12873
351680 GASTAO VIDIGAL;579;574;-;1153
351685 GAVIAO PEIXOTO;749;691;-;1440
351690 GENERAL SALGADO;1312;1268;1;2581
351700 GETULINA;1319;1364;2;2685
351710 GLICERIO;673;636;-;1309
351720 GUAICARA;1767;1617;-;3384
351730 GUAIMBE;946;897;-;1843
351740 GUAIRA;5680;5502;-;11182
351750 GUAPIACU;2498;2449;-;4947
351760 GUAPIARA;3429;3269;1;6699
351770 GUARA;3177;3025;1;6203
351780 GUARACAI;1061;947;-;2008
351790 GUARACI;1497;1446;1;2944
351800 GUARANI D'OESTE;233;232;-;465
351810 GUARANTA;1031;967;1;1999
351820 GUARARAPES;4469;4171;-;8640
351830 GUARAREMA;4974;4625;-;9599
351840 GUARATINGUETA;17761;17185;6;34952
351850 GUAREI;1809;1708;-;3517
351860 GUARIBA;6308;5980;3;12291
351870 GUARUJA;54960;52259;10;107229
351880 GUARULHOS;245188;234021;49;479258
351885 GUATAPARA;1196;1076;-;2272
351890 GUZOLANDIA;748;628;1;1377
351900 HERCULANDIA;1286;1292;2;2580
351905 HOLAMBRA;2207;2049;1;4257
351907 HORTOLANDIA;33050;31279;8;64337
351910 IACANGA;1504;1431;1;2936
351920 IACRI;806;736;-;1542
351925 IARAS;805;759;1;1565
351930 IBATE;5809;5418;3;11230
351940 IBIRA;1534;1446;-;2980
351950 IBIRAREMA;970;906;-;1876
351960 IBITINGA;8244;7595;-;15839
351970 IBIUNA;13212;12315;6;25533
351980 ICEM;1274;1159;-;2433
351990 IEPE;1119;1140;1;2260
352000 IGARACU DO TIETE;3661;3374;-;7035
352010 IGARAPAVA;4066;3833;-;7899
352020 IGARATA;1580;1560;-;3140
352030 IGUAPE;4875;4646;3;9524
352040 ILHABELA;5595;5329;1;10925
352042 ILHA COMPRIDA;1500;1373;-;2873
352044 ILHA SOLTEIRA;3255;3106;-;6361
352050 INDAIATUBA;33858;32443;8;66309
352060 INDIANA;693;617;-;1310
352070 INDIAPORA;490;456;1;947
352080 INUBIA PAULISTA;427;466;-;893
352090 IPAUSSU;2255;2073;-;4328
352100 IPERO;3966;3924;1;7891
352110 IPEUNA;1007;938;-;1945
352115 IPIGUA;671;645;-;1316
352120 IPORANGA;710;715;-;1425
352130 IPUA;2331;2185;-;4516
352140 IRACEMAPOLIS;2946;2788;-;5734
352150 IRAPUA;946;970;-;1916
352160 IRAPURU;808;773;-;1581
352170 ITABERA;2962;2814;2;5778
352180 ITAI;3921;3900;-;7821
352190 ITAJOBI;1930;1839;1;3770
352200 ITAJU;430;385;-;815
352210 ITANHAEM;16145;15433;3;31581
352215 ITAOCA;543;506;2;1051
352220 ITAPECERICA DA SERRA;34079;32596;14;66689
352230 ITAPETININGA;25605;24635;6;50246
352240 ITAPEVA;17889;16935;5;34829
352250 ITAPEVI;45641;43638;16;89295
352260 ITAPIRA;9269;8947;2;18218
352265 ITAPIRAPUA PAULISTA;797;749;-;1546
352270 ITAPOLIS;5569;5330;-;10899
352280 ITAPORANGA;2426;2425;1;4852
352290 ITAPUI;1966;1875;-;3841
352300 ITAPURA;621;609;-;1230
352310 ITAQUAQUECETUBA;66513;63410;29;129952
352320 ITARARE;8521;8034;3;16558
352330 ITARIRI;2097;1853;1;3951
352340 ITATIBA;15883;15406;5;31294
352350 ITATINGA;3437;3310;-;6747
352360 ITIRAPINA;2007;1949;1;3957
352370 ITIRAPUA;906;819;-;1725
352380 ITOBI;1030;999;-;2029
352390 ITU;27550;26170;3;53723
352400 ITUPEVA;8608;8043;1;16652
352410 ITUVERAVA;5767;5564;-;11331
352420 JABORANDI;914;861;-;1775
352430 JABOTICABAL;10037;9662;2;19701
352440 JACAREI;36572;35215;11;71798
352450 JACI;865;836;-;1701
352460 JACUPIRANGA;3014;2829;1;5844
352470 JAGUARIUNA;7983;7650;4;15637
352480 JALES;6350;5882;1;12233
352490 JAMBEIRO;727;729;-;1456
352500 JANDIRA;20247;19338;6;39591
352510 JARDINOPOLIS;6322;5891;4;12217
352520 JARINU;4468;4181;2;8651
352530 JAU;19688;18414;-;38102
352540 JERIQUARA;532;464;-;996
352550 JOANOPOLIS;1764;1602;-;3366
352560 JOAO RAMALHO;731;662;-;1393
352570 JOSE BONIFACIO;5123;4792;-;9915
352580 JULIO MESQUITA;777;723;1;1501
352585 JUMIRIM;408;361;-;769
352590 JUNDIAI;63512;60617;10;124139
352600 JUNQUEIROPOLIS;2644;2443;-;5087
352610 JUQUIA;3853;3524;1;7378
352620 JUQUITIBA;5570;5365;-;10935
352630 LAGOINHA;540;534;-;1074
352640 LARANJAL PAULISTA;4173;4043;-;8216
352650 LAVINIA;609;581;1;1191
352660 LAVRINHAS;1251;1172;-;2423
352670 LEME;14827;14080;1;28908
352680 LENCOIS PAULISTA;10129;9707;-;19836
352690 LIMEIRA;42618;40224;8;82850
352700 LINDOIA;887;798;-;1685
352710 LINS;10900;10208;1;21109
352720 LORENA;14372;13774;5;28151
352725 LOURDES;273;217;-;490
352730 LOUVEIRA;7521;7048;1;14570
352740 LUCELIA;2615;2373;-;4988
352750 LUCIANOPOLIS;348;343;-;691
352760 LUIS ANTONIO;1906;1752;-;3658
352770 LUIZIANIA;816;729;-;1545
352780 LUPERCIO;702;665;-;1367
352790 LUTECIA;456;371;-;827
352800 MACATUBA;2650;2592;-;5242
352810 MACAUBAL;827;824;-;1651
352820 MACEDONIA;398;412;-;810
352830 MAGDA;380;388;-;768
352840 MAIRINQUE;8138;7591;3;15732
352850 MAIRIPORA;13127;12509;2;25638
352860 MANDURI;1253;1138;-;2391
352870 MARABA PAULISTA;501;448;-;949
352880 MARACAI;2054;1926;1;3981
352885 MARAPOAMA;360;294;-;654
352890 MARIAPOLIS;473;447;-;920
352900 MARILIA;34130;32478;7;66615
352910 MARINOPOLIS;257;232;-;489
352920 MARTINOPOLIS;3536;3255;1;6792
352930 MATAO;11848;11127;6;22981
352940 MAUA;69639;66817;12;136468
352950 MENDONCA;612;539;-;1151
352960 MERIDIANO;465;457;-;922
352965 MESOPOLIS;304;257;-;561
352970 MIGUELOPOLIS;3230;3250;-;6480
352980 MINEIROS DO TIETE;1792;1744;-;3536
352990 MIRACATU;4232;4123;1;8356
353000 MIRA ESTRELA;300;323;-;623
353010 MIRANDOPOLIS;3541;3326;-;6867
353020 MIRANTE DO PARANAPANEMA;2209;2144;1;4354
353030 MIRASSOL;7924;7799;4;15727
353040 MIRASSOLANDIA;605;563;-;1168
353050 MOCOCA;9906;9777;1;19684
353060 MOGI DAS CRUZES;71786;68552;23;140361
353070 MOGI GUACU;21850;21055;6;42911
353080 MOGI MIRIM;13029;12375;4;25408
353090 MOMBUCA;623;584;-;1207
353100 MONCOES;266;244;-;510
353110 MONGAGUA;8065;7626;5;15696
353120 MONTE ALEGRE DO SUL;825;810;1;1636
353130 MONTE ALTO;6241;5890;1;12132
353140 MONTE APRAZIVEL;2688;2516;3;5207
353150 MONTE AZUL PAULISTA;2939;2651;-;5590
353160 MONTE CASTELO;562;487;-;1049
353170 MONTEIRO LOBATO;488;476;-;964
353180 MONTE MOR;9687;9248;2;18937
353190 MORRO AGUDO;4928;4840;2;9770
353200 MORUNGABA;1913;1949;1;3863
353205 MOTUCA;597;571;1;1169
353210 MURUTINGA DO SUL;418;364;-;782
353215 NANTES;433;480;-;913
353220 NARANDIBA;811;775;-;1586
353230 NATIVIDADE DA SERRA;810;780;-;1590
353240 NAZARE PAULISTA;2628;2523;1;5152
353250 NEVES PAULISTA;959;936;-;1895
353260 NHANDEARA;1174;1121;-;2295
353270 NIPOA;696;675;-;1371
353280 NOVA ALIANCA;812;776;1;1589
353282 NOVA CAMPINA;1655;1590;-;3245
353284 NOVA CANAA PAULISTA;207;208;-;415
353286 NOVA CASTILHO;158;139;-;297
353290 NOVA EUROPA;1556;1468;-;3024
353300 NOVA GRANADA;3002;2750;-;5752
353310 NOVA GUATAPORANGA;282;253;-;535
353320 NOVA INDEPENDENCIA;435;480;-;915
353325 NOVAIS;690;669;-;1359
353330 NOVA LUZITANIA;439;418;-;857
353340 NOVA ODESSA;7773;7453;1;15227
353350 NOVO HORIZONTE;5572;5207;-;10779
353360 NUPORANGA;910;881;-;1791
353370 OCAUCU;735;702;-;1437
353380 OLEO;360;337;-;697
353390 OLIMPIA;7656;7300;1;14957
353400 ONDA VERDE;685;604;1;1290
353410 ORIENTE;856;847;-;1703
353420 ORINDIUVA;888;856;1;1745
353430 ORLANDIA;6203;5867;-;12070
353440 OSASCO;124111;118930;20;243061
353450 OSCAR BRESSANE;255;248;-;503
353460 OSVALDO CRUZ;3781;3723;2;7506
353470 OURINHOS;16517;15835;3;32355
353475 OUROESTE;1311;1198;-;2509
353480 OURO VERDE;1285;1244;-;2529
353490 PACAEMBU;1420;1318;-;2738
353500 PALESTINA;1379;1309;-;2688
353510 PALMARES PAULISTA;1647;1599;-;3246
353520 PALMEIRA D'OESTE;1158;1089;-;2247
353530 PALMITAL;3026;2863;2;5891
353540 PANORAMA;2607;2463;1;5071
353550 PARAGUACU PAULISTA;6934;6538;1;13473
353560 PARAIBUNA;2592;2514;-;5106
353570 PARAISO;751;765;-;1516
353580 PARANAPANEMA;3177;2993;-;6170
353590 PARANAPUA;542;527;1;1070
353600 PARAPUA;1327;1169;1;2497
353610 PARDINHO;1046;1035;-;2081
353620 PARIQUERA-ACU;3536;3366;-;6902
353625 PARISI;291;306;-;597
353630 PATROCINIO PAULISTA;2387;2256;-;4643
353640 PAULICEIA;1073;1081;-;2154
353650 PAULINIA;15173;14393;11;29577
353657 PAULISTANIA;267;246;-;513
353660 PAULO DE FARIA;1242;1184;-;2426
353670 PEDERNEIRAS;6743;6495;1;13239
353680 PEDRA BELA;853;772;-;1625
353690 PEDRANOPOLIS;270;262;-;532
353700 PEDREGULHO;2649;2489;-;5138
353710 PEDREIRA;5973;5599;3;11575
353715 PEDRINHAS PAULISTA;366;311;-;677
353720 PEDRO DE TOLEDO;1600;1521;2;3123
353730 PENAPOLIS;8833;8501;-;17334
353740 PEREIRA BARRETO;3579;3399;1;6979
353750 PEREIRAS;1128;1045;-;2173
353760 PERUIBE;12030;11672;7;23709
353770 PIACATU;725;680;-;1405
353780 PIEDADE;8489;7972;8;16469
353790 PILAR DO SUL;5028;4639;2;9669
353800 PINDAMONHANGABA;26161;25177;3;51341
353810 PINDORAMA;1887;1728;-;3615
353820 PINHALZINHO;1704;1687;-;3391
353830 PIQUEROBI;419;392;-;811
353850 PIQUETE;1884;1823;-;3707
353860 PIRACAIA;4111;3926;-;8037
353870 PIRACICABA;59595;56482;9;116086
353880 PIRAJU;4574;4298;-;8872
353890 PIRAJUI;2911;2623;-;5534
353900 PIRANGI;1336;1363;-;2699
353910 PIRAPORA DO BOM JESUS;2765;2707;4;5476
353920 PIRAPOZINHO;3675;3376;-;7051
353930 PIRASSUNUNGA;10205;9774;-;19979
353940 PIRATININGA;1841;1822;-;3663
353950 PITANGUEIRAS;6327;5917;1;12245
353960 PLANALTO;770;689;-;1459
353970 PLATINA;513;503;-;1016
353980 POA;19673;18371;9;38053
353990 POLONI;719;693;-;1412
354000 POMPEIA;2886;2755;1;5642
354010 PONGAI;369;378;-;747
354020 PONTAL;7225;6851;3;14079
354025 PONTALINDA;672;571;-;1243
354030 PONTES GESTAL;357;325;-;682
354040 POPULINA;524;531;-;1055
354050 PORANGABA;1045;1062;-;2107
354060 PORTO FELIZ;8022;7587;2;15611
354070 PORTO FERREIRA;7843;7421;-;15264
354075 POTIM;2961;2793;1;5755
354080 POTIRENDABA;2150;2201;-;4351
354085 PRACINHA;200;196;-;396
354090 PRADOPOLIS;2614;2444;-;5058
354100 PRAIA GRANDE;47827;45617;13;93457
354105 PRATANIA;853;863;-;1716
354110 PRESIDENTE ALVES;600;526;-;1126
354120 PRESIDENTE BERNARDES;1586;1548;-;3134
354130 PRESIDENTE EPITACIO;6749;6264;2;13015
354140 PRESIDENTE PRUDENTE;32518;30809;25;63352
354150 PRESIDENTE VENCESLAU;5062;4896;1;9959
354160 PROMISSAO;5658;5403;-;11061
354165 QUADRA;463;448;-;911
354170 QUATA;1945;1883;-;3828
354180 QUEIROZ;501;516;-;1017
354190 QUELUZ;1671;1525;-;3196
354200 QUINTANA;886;887;1;1774
354210 RAFARD;1403;1283;-;2686
354220 RANCHARIA;4582;4410;1;8993
354230 REDENCAO DA SERRA;572;538;-;1110
354240 REGENTE FEIJO;2803;2480;1;5284
354250 REGINOPOLIS;711;679;-;1390
354260 REGISTRO;10640;9833;2;20475
354270 RESTINGA;1256;1193;-;2449
354280 RIBEIRA;603;547;-;1150
354290 RIBEIRAO BONITO;2007;1908;2;3917
354300 RIBEIRAO BRANCO;3847;3678;-;7525
354310 RIBEIRAO CORRENTE;732;732;1;1465
354320 RIBEIRAO DO SUL;612;579;-;1191
354323 RIBEIRAO DOS INDIOS;247;233;-;480
354325 RIBEIRAO GRANDE;1255;1164;-;2419
354330 RIBEIRAO PIRES;17376;16591;2;33969
354340 RIBEIRAO PRETO;93403;89608;19;183030
354350 RIVERSUL;966;918;-;1884
354360 RIFAINA;461;467;1;929
354370 RINCAO;1637;1609;-;3246
354380 RINOPOLIS;1272;1193;-;2465
354390 RIO CLARO;27684;26761;1;54446
354400 RIO DAS PEDRAS;4824;4620;2;9446
354410 RIO GRANDE DA SERRA;7389;6947;2;14338
354420 RIOLANDIA;1446;1388;-;2834
354425 ROSANA;3334;2963;-;6297
354430 ROSEIRA;1576;1436;1;3013
354440 RUBIACEA;351;345;-;696
354450 RUBINEIA;318;343;-;661
354460 SABINO;673;665;-;1338
354470 SAGRES;350;311;-;661
354480 SALES;723;681;-;1404
354490 SALES OLIVEIRA;1451;1430;-;2881
354500 SALESOPOLIS;2810;2705;-;5515
354510 SALMOURAO;688;685;-;1373
354515 SALTINHO;980;895;-;1875
354520 SALTO;17881;17045;2;34928
354530 SALTO DE PIRAPORA;6759;6303;3;13065
354540 SALTO GRANDE;1373;1362;-;2735
354550 SANDOVALINA;648;599;-;1247
354560 SANTA ADELIA;2073;1942;-;4015
354570 SANTA ALBERTINA;720;720;-;1440
354580 SANTA BARBARA D'OESTE;26895;24987;10;51892
354600 SANTA BRANCA;1937;1900;1;3838
354610 SANTA CLARA D'OESTE;300;279;-;579
354620 SANTA CRUZ DA CONCEICAO;424;393;-;817
354625 SANTA CRUZ DA ESPERANCA;294;270;-;564
354630 SANTA CRUZ DAS PALMEIRAS;4932;4577;4;9513
354640 SANTA CRUZ DO RIO PARDO;7035;6841;1;13877
354650 SANTA ERNESTINA;822;764;-;1586
354660 SANTA FE DO SUL;4270;3994;-;8264
354670 SANTA GERTRUDES;3673;3590;-;7263
354680 SANTA ISABEL;8999;8538;-;17537
354690 SANTA LUCIA;1321;1324;-;2645
354700 SANTA MARIA DA SERRA;926;889;-;1815
354710 SANTA MERCEDES;387;427;-;814
354720 SANTANA DA PONTE PENSA;151;142;-;293
354730 SANTANA DE PARNAIBA;21801;20816;3;42620
354740 SANTA RITA D'OESTE;250;269;-;519
354750 SANTA RITA DO PASSA QUATRO;3156;3093;1;6250
354760 SANTA ROSA DE VITERBO;3336;3165;-;6501
354765 SANTA SALETE;144;154;-;298
354770 SANTO ANASTACIO;2793;2679;1;5473
354780 SANTO ANDRE;106418;100920;26;207364
354790 SANTO ANTONIO DA ALEGRIA;895;820;1;1716
354800 SANTO ANTONIO DE POSSE;3286;3101;1;6388
354805 SANTO ANTONIO DO ARACANGUA;1096;1017;-;2113
354810 SANTO ANTONIO DO JARDIM;766;711;-;1477
354820 SANTO ANTONIO DO PINHAL;1081;1022;-;2103
354830 SANTO EXPEDITO;372;408;-;780
354840 SANTOPOLIS DO AGUAPEI;685;629;-;1314
354850 SANTOS;58503;55479;3;113985
354860 SAO BENTO DO SAPUCAI;1526;1461;1;2988
354870 SAO BERNARDO DO CAMPO;127203;121532;17;248752
354880 SAO CAETANO DO SUL;19621;18758;2;38381
354890 SAO CARLOS;34535;32902;3;67440
354900 SAO FRANCISCO;354;318;-;672
354910 SAO JOAO DA BOA VISTA;11945;11381;3;23329
354920 SAO JOAO DAS DUAS PONTES;337;317;-;654
354925 SAO JOAO DE IRACEMA;236;207;-;443
354930 SAO JOAO DO PAU D'ALHO;237;230;-;467
354940 SAO JOAQUIM DA BARRA;7208;6882;1;14091
354950 SAO JOSE DA BELA VISTA;1345;1320;1;2666
354960 SAO JOSE DO BARREIRO;575;566;-;1141
354970 SAO JOSE DO RIO PARDO;7830;7474;1;15305
354980 SAO JOSE DO RIO PRETO;61254;58323;7;119584
354990 SAO JOSE DOS CAMPOS;108907;103927;30;212864
354995 SAO LOURENCO DA SERRA;2380;2232;1;4613
355000 SAO LUIS DO PARAITINGA;1384;1372;-;2756
355010 SAO MANUEL;6197;5915;2;12114
355020 SAO MIGUEL ARCANJO;5455;5054;-;10509
355030 SAO PAULO;2015238;1921805;382;3937425
355040 SAO PEDRO;4675;4442;2;9119
355050 SAO PEDRO DO TURVO;1132;1093;-;2225
355060 SAO ROQUE;13095;12011;3;25109
355070 SAO SEBASTIAO;14572;14260;5;28837
355080 SAO SEBASTIAO DA GRAMA;1617;1495;-;3112
355090 SAO SIMAO;2001;1876;1;3878
355100 SAO VICENTE;58190;54961;10;113161
355110 SARAPUI;1345;1307;1;2653
355120 SARUTAIA;606;585;-;1191
355130 SEBASTIANOPOLIS DO SUL;371;342;-;713
355140 SERRA AZUL;1511;1450;1;2962
355150 SERRANA;7334;7100;1;14435
355160 SERRA NEGRA;3798;3456;1;7255
355170 SERTAOZINHO;18511;17711;13;36235
355180 SETE BARRAS;2631;2479;-;5110
355190 SEVERINIA;2503;2222;2;4727
355200 SILVEIRAS;818;847;-;1665
355210 SOCORRO;4975;4687;1;9663
355220 SOROCABA;100834;96134;33;197001
355230 SUD MENNUCCI;1203;1156;-;2359
355240 SUMARE;42911;40669;12;83592
355250 SUZANO;51862;49781;19;101662
355255 SUZANAPOLIS;517;443;-;960
355260 TABAPUA;1445;1417;-;2862
355270 TABATINGA;2282;2365;1;4648
355280 TABOAO DA SERRA;51685;49651;11;101347
355290 TACIBA;899;877;-;1776
355300 TAGUAI;2051;1841;-;3892
355310 TAIACU;798;758;1;1557
355320 TAIUVA;626;691;-;1317
355330 TAMBAU;3496;3388;1;6885
355340 TANABI;3156;2983;-;6139
355350 TAPIRAI;1451;1391;1;2843
355360 TAPIRATIBA;1698;1605;1;3304
355365 TAQUARAL;382;388;-;770
355370 TAQUARITINGA;8020;7695;-;15715
355380 TAQUARITUBA;3810;3579;-;7389
355385 TAQUARIVAI;1070;1004;-;2074
355390 TARABAI;1074;1033;-;2107
355395 TARUMA;2356;2132;1;4489
355400 TATUI;19177;18515;3;37695
355410 TAUBATE;45916;43424;16;89356
355420 TEJUPA;903;842;-;1745
355430 TEODORO SAMPAIO;3870;3712;2;7584
355440 TERRA ROXA;1275;1128;-;2403
355450 TIETE;5730;5376;3;11109
355460 TIMBURI;303;291;-;594
355465 TORRE DE PEDRA;333;276;-;609
355470 TORRINHA;1190;1091;-;2281
355475 TRABIJU;255;179;-;434
355480 TREMEMBE;6118;5863;2;11983
355490 TRES FRONTEIRAS;777;656;-;1433
355495 TUIUTI;719;699;-;1418
355500 TUPA;8821;8506;-;17327
355510 TUPI PAULISTA;1625;1481;1;3107
355520 TURIUBA;192;176;1;369
355530 TURMALINA;152;179;-;331
355535 UBARANA;914;853;-;1767
355540 UBATUBA;14830;14126;-;28956
355550 UBIRAJARA;807;731;-;1538
355560 UCHOA;1223;1155;-;2378
355570 UNIAO PAULISTA;238;258;-;496
355580 URANIA;1099;1100;-;2199
355590 URU;153;167;-;320
355600 URUPES;1544;1559;-;3103
355610 VALENTIM GENTIL;1699;1628;-;3327
355620 VALINHOS;15311;14642;5;29958
355630 VALPARAISO;3691;3360;-;7051
355635 VARGEM;1178;1150;1;2329
355640 VARGEM GRANDE DO SUL;6487;6171;3;12661
355645 VARGEM GRANDE PAULISTA;8378;7975;1;16354
355650 VARZEA PAULISTA;18670;17772;2;36444
355660 VERA CRUZ;1532;1434;1;2967
355670 VINHEDO;10254;9777;2;20033
355680 VIRADOURO;2805;2603;-;5408
355690 VISTA ALEGRE DO ALTO;1023;897;-;1920
355695 VITORIA BRASIL;244;222;-;466
355700 VOTORANTIM;19780;18710;9;38499
355710 VOTUPORANGA;12019;11294;2;23315
355715 ZACARIAS;303;268;-;571
355720 CHAVANTES;2108;1989;-;4097
355730 ESTIVA GERBI;1503;1410;-;2913
 MUNICIPIO IGNORADO - PR;67;62;-;129
410010 ABATIA;1195;1090;-;2285
410020 ADRIANOPOLIS;940;932;-;1872
410030 AGUDOS DO SUL;1369;1310;-;2679
410040 ALMIRANTE TAMANDARE;21191;19990;8;41189
410045 ALTAMIRA DO PARANA;781;744;-;1525
410050 ALTONIA;3045;2917;-;5962
410060 ALTO PARANA;1992;1980;-;3972
410070 ALTO PIQUIRI;1635;1492;-;3127
410080 ALVORADA DO SUL;1317;1146;-;2463
410090 AMAPORA;955;902;-;1857
410100 AMPERE;2951;2776;-;5727
410105 ANAHY;394;414;-;808
410110 ANDIRA;3237;3048;-;6285
410115 ANGULO;452;427;-;879
410120 ANTONINA;3261;3103;-;6364
410130 ANTONIO OLINTO;941;853;-;1794
410140 APUCARANA;19744;19220;-;38964
410150 ARAPONGAS;17353;16576;3;33932
410160 ARAPOTI;4874;4534;-;9408
410165 ARAPUA;576;569;-;1145
410170 ARARUNA;2188;2106;-;4294
410180 ARAUCARIA;24936;23783;3;48722
410185 ARIRANHA DO IVAI;407;363;-;770
410190 ASSAI;2569;2422;-;4991
410200 ASSIS CHATEAUBRIAND;5031;4747;1;9779
410210 ASTORGA;3867;3655;-;7522
410220 ATALAIA;477;450;-;927
410230 BALSA NOVA;2054;1888;-;3942
410240 BANDEIRANTES;5323;5123;2;10448
410250 BARBOSA FERRAZ;1694;1603;-;3297
410260 BARRACAO;1668;1609;1;3278
410270 BARRA DO JACARE;302;311;-;613
410275 BELA VISTA DA CAROBA;562;562;-;1124
410280 BELA VISTA DO PARAISO;2347;2275;-;4622
410290 BITURUNA;3566;3305;1;6872
410300 BOA ESPERANCA;626;605;-;1231
410302 BOA ESPERANCA DO IGUACU;406;418;1;825
410304 BOA VENTURA DE SAO ROQUE;1118;1100;1;2219
410305 BOA VISTA DA APARECIDA;1394;1345;-;2739
410310 BOCAIUVA DO SUL;2004;2026;1;4031
410315 BOM JESUS DO SUL;583;624;1;1208
410320 BOM SUCESSO;1061;1110;1;2172
410322 BOM SUCESSO DO SUL;445;422;-;867
410330 BORRAZOPOLIS;1104;1068;-;2172
410335 BRAGANEY;910;826;-;1736
410337 BRASILANDIA DO SUL;481;549;-;1030
410340 CAFEARA;339;319;-;658
410345 CAFELANDIA;2876;2717;-;5593
410347 CAFEZAL DO SUL;605;578;-;1183
410350 CALIFORNIA;1411;1219;-;2630
410360 CAMBARA;3736;3385;-;7121
410370 CAMBE;15181;14509;3;29693
410380 CAMBIRA;1121;1036;-;2157
410390 CAMPINA DA LAGOA;2693;2582;-;5275
410395 CAMPINA DO SIMAO;879;867;-;1746
410400 CAMPINA GRANDE DO SUL;8654;8309;2;16965
410405 CAMPO BONITO;722;730;-;1452
410410 CAMPO DO TENENTE;1420;1332;-;2752
410420 CAMPO LARGO;19364;18735;7;38106
410425 CAMPO MAGRO;4519;4457;-;8976
410430 CAMPO MOURAO;14920;14342;3;29265
410440 CANDIDO DE ABREU;2887;2875;-;5762
410442 CANDOI;3185;2984;-;6169
410445 CANTAGALO;2572;2309;-;4881
410450 CAPANEMA;2920;2715;-;5635
410460 CAPITAO LEONIDAS MARQUES;2550;2464;-;5014
410465 CARAMBEI;4075;3803;-;7878
410470 CARLOPOLIS;2289;2194;-;4483
410480 CASCAVEL;53051;50942;14;104007
410490 CASTRO;14726;14121;2;28849
410500 CATANDUVAS;1636;1581;1;3218
410510 CENTENARIO DO SUL;1622;1541;-;3163
410520 CERRO AZUL;2986;2870;1;5857
410530 CEU AZUL;1658;1480;-;3138
410540 CHOPINZINHO;3483;3293;1;6777
410550 CIANORTE;11360;11065;1;22426
410560 CIDADE GAUCHA;1978;1793;-;3771
410570 CLEVELANDIA;3457;3274;-;6731
410580 COLOMBO;42756;41028;6;83790
410590 COLORADO;3254;3115;-;6369
410600 CONGONHINHAS;1395;1412;-;2807
410610 CONSELHEIRO MAIRINCK;545;507;-;1052
410620 CONTENDA;2516;2455;2;4973
410630 CORBELIA;2636;2531;-;5167
410640 CORNELIO PROCOPIO;6698;6333;-;13031
410645 CORONEL DOMINGOS SOARES;1339;1252;1;2592
410650 CORONEL VIVIDA;3880;3707;1;7588
410655 CORUMBATAI DO SUL;602;592;-;1194
410657 CRUZEIRO DO IGUACU;615;628;-;1243
410660 CRUZEIRO DO OESTE;3177;3100;-;6277
410670 CRUZEIRO DO SUL;791;770;-;1561
410680 CRUZ MACHADO;3075;2969;1;6045
410685 CRUZMALTINA;466;421;-;887
410690 CURITIBA;282430;270039;56;552525
410700 CURIUVA;2447;2264;1;4712
410710 DIAMANTE DO NORTE;761;698;-;1459
410712 DIAMANTE DO SUL;618;626;1;1245
410715 DIAMANTE D'OESTE;823;779;-;1602
410720 DOIS VIZINHOS;6754;6222;4;12980
410725 DOURADINA;1382;1232;-;2614
410730 DOUTOR CAMARGO;700;687;-;1387
410740 ENEAS MARQUES;893;781;-;1674
410750 ENGENHEIRO BELTRAO;2022;1956;-;3978
410752 ESPERANCA NOVA;258;249;-;507
410753 ENTRE RIOS DO OESTE;644;573;-;1217
410754 ESPIGAO ALTO DO IGUACU;943;823;-;1766
410755 FAROL;514;528;-;1042
410760 FAXINAL;2885;2975;-;5860
410765 FAZENDA RIO GRANDE;19328;18307;7;37642
410770 FENIX;703;617;-;1320
410773 FERNANDES PINHEIRO;1077;1122;-;2199
410775 FIGUEIRA;1380;1312;-;2692
410780 FLORAI;618;593;1;1212
410785 FLOR DA SERRA DO SUL;856;813;-;1669
410790 FLORESTA;1063;979;-;2042
410800 FLORESTOPOLIS;1815;1823;-;3638
410810 FLORIDA;400;347;1;748
410820 FORMOSA DO OESTE;1053;946;1;2000
410830 FOZ DO IGUACU;55018;52451;3;107472
410832 FRANCISCO ALVES;1196;1092;-;2288
410840 FRANCISCO BELTRAO;14329;13274;3;27606
410845 FOZ DO JORDAO;1141;1168;-;2309
410850 GENERAL CARNEIRO;3021;2837;1;5859
410855 GODOY MOREIRA;455;452;-;907
410860 GOIOERE;4493;4364;-;8857
410865 GOIOXIM;1486;1409;-;2895
410870 GRANDES RIOS;1161;1107;-;2268
410880 GUAIRA;5857;5524;1;11382
410890 GUAIRACA;1041;1021;-;2062
