 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Adeq quant pré-natal*
Período:2000-2022
"Município";"Não fez pré-natal";"Inadequado";"Intermediário";"Adequado";"Mais que adequado";"Não Classificados";"Não informado";"Total"
"420670 HERVAL D'OESTE";11;388;139;160;1987;46;4148;6879
"420675 IBIAM";1;20;19;23;91;24;310;488
"420680 IBICARE";-;40;28;33;204;12;498;815
"420690 IBIRAMA";1;300;107;154;1683;33;3559;5837
"420700 ICARA";20;931;398;586;4881;26;11559;18401
"420710 ILHOTA";7;297;123;129;1103;12;1988;3659
"420720 IMARUI";14;210;180;100;436;14;1630;2584
"420730 IMBITUBA";28;864;495;494;3538;96;7014;12529
"420740 IMBUIA";-;46;32;44;599;1;1197;1919
"420750 INDAIAL";13;907;311;498;6293;36;10403;18461
"420757 IOMERE";-;22;7;15;215;2;360;621
"420760 IPIRA";-;38;12;33;355;9;707;1154
"420765 IPORA DO OESTE";-;140;28;50;739;21;1432;2410
"420768 IPUACU";6;356;91;107;727;57;2085;3429
"420770 IPUMIRIM";2;116;54;69;632;8;1222;2103
"420775 IRACEMINHA";-;63;18;34;261;2;729;1107
"420780 IRANI";1;122;36;71;892;36;1761;2919
"420785 IRATI";-;29;22;21;143;3;377;595
"420790 IRINEOPOLIS";2;148;28;49;903;82;1824;3036
"420800 ITA";-;70;32;38;464;9;1118;1731
"420810 ITAIOPOLIS";3;333;71;84;1844;392;4481;7208
"420820 ITAJAI";196;4277;1671;1871;24315;82;37253;69665
"420830 ITAPEMA";37;921;532;441;6192;114;7782;16019
"420840 ITAPIRANGA";13;183;78;81;1443;129;3042;4969
"420845 ITAPOA";13;397;145;161;1856;31;2339;4942
"420850 ITUPORANGA";7;283;204;270;2794;11;4919;8488
"420860 JABORA";1;69;23;26;359;4;650;1132
"420870 JACINTO MACHADO";3;144;136;121;707;19;1968;3098
"420880 JAGUARUNA";10;293;327;294;1349;9;2760;5042
"420890 JARAGUA DO SUL";60;3127;1119;1350;15693;106;27685;49140
"420895 JARDINOPOLIS";1;19;11;19;121;3;326;500
"420900 JOACABA";17;417;156;232;2478;48;4972;8320
"420910 JOINVILLE";282;8360;4666;5446;52030;569;103651;175004
"420915 JOSE BOITEUX";2;208;73;82;537;16;1301;2219
"420917 JUPIA";1;19;10;15;206;-;398;649
"420920 LACERDOPOLIS";-;22;7;17;182;4;304;536
"420930 LAGES";42;3531;1664;1812;13717;157;34853;55776
"420940 LAGUNA";36;596;543;492;2424;36;8309;12436
"420945 LAJEADO GRANDE";2;26;9;24;132;3;201;397
"420950 LAURENTINO";-;91;34;63;683;5;1023;1899
"420960 LAURO MULLER";-;238;161;233;1021;13;2692;4358
"420970 LEBON REGIS";4;316;93;106;926;85;2811;4341
"420980 LEOBERTO LEAL";1;30;27;30;270;3;698;1059
"420985 LINDOIA DO SUL";-;54;15;35;370;4;706;1184
"420990 LONTRAS";5;187;109;128;1035;10;1916;3390
"421000 LUIZ ALVES";5;252;74;110;1220;14;1879;3554
"421003 LUZERNA";1;68;18;26;437;10;750;1310
"421005 MACIEIRA";-;19;14;20;135;1;283;472
"421010 MAFRA";19;852;243;248;4677;917;11665;18621
"421020 MAJOR GERCINO";4;64;38;32;175;20;434;767
"421030 MAJOR VIEIRA";1;121;13;23;606;82;1467;2313
"421040 MARACAJA";2;137;118;132;544;14;1262;2209
"421050 MARAVILHA";2;539;152;221;2512;13;3963;7402
"421055 MAREMA";-;20;12;15;132;1;310;490
"421060 MASSARANDUBA";4;225;54;78;1508;8;2316;4193
"421070 MATOS COSTA";2;73;26;30;157;5;628;921
"421080 MELEIRO";2;76;101;112;443;4;1218;1956
"421085 MIRIM DOCE";-;46;15;12;189;2;469;733
"421090 MODELO";1;44;11;32;326;-;693;1107
"421100 MONDAI";-;120;49;55;720;147;1523;2614
"421105 MONTE CARLO";2;271;66;94;864;32;2534;3863
"421110 MONTE CASTELO";6;222;64;61;557;203;1791;2904
"421120 MORRO DA FUMACA";6;286;170;186;1498;12;3309;5467
"421125 MORRO GRANDE";1;35;25;33;229;1;532;856
"421130 NAVEGANTES";41;1702;1446;1214;8403;73;12993;25872
"421140 NOVA ERECHIM";1;56;17;37;424;5;719;1259
"421145 NOVA ITABERABA";2;47;22;27;302;8;715;1123
"421150 NOVA TRENTO";1;146;71;94;950;179;1713;3154
"421160 NOVA VENEZA";6;189;123;172;994;18;2360;3862
"421165 NOVO HORIZONTE";-;27;3;6;181;2;518;737
"421170 ORLEANS";6;305;131;219;2001;5;4086;6753
"421175 OTACILIO COSTA";6;337;298;267;1266;54;3151;5379
"421180 OURO";1;147;36;77;381;29;1227;1898
"421185 OURO VERDE";2;38;9;14;150;6;395;614
"421187 PAIAL";-;31;13;19;139;6;299;507
"421189 PAINEL";-;49;16;27;167;3;400;662
"421190 PALHOCA";163;4135;1866;1934;15520;1001;27163;51782
"421200 PALMA SOLA";1;149;41;47;782;5;1750;2775
"421205 PALMEIRA";-;50;32;31;150;3;280;546
"421210 PALMITOS";10;257;44;72;1135;35;2691;4244
"421220 PAPANDUVA";6;292;47;64;1720;196;4035;6360
"421223 PARAISO";-;101;18;19;308;5;761;1212
"421225 PASSO DE TORRES";8;172;79;73;529;13;1081;1955
"421227 PASSOS MAIA";-;128;17;25;399;11;983;1563
"421230 PAULO LOPES";3;153;54;78;510;58;1253;2109
"421240 PEDRAS GRANDES";2;40;60;46;202;1;580;931
"421250 PENHA";29;635;366;357;2329;16;4338;8070
"421260 PERITIBA";-;23;13;20;220;2;399;677
"421265 PESCARIA BRAVA";4;117;111;91;565;5;9;902
"421270 PETROLANDIA";4;37;17;20;577;3;1030;1688
"421280 BALNEARIO PICARRAS";22;460;195;207;2229;23;3195;6331
"421290 PINHALZINHO";1;271;60;119;2262;22;3052;5787
"421300 PINHEIRO PRETO";2;31;15;12;340;9;488;897
"421310 PIRATUBA";1;66;30;34;448;13;760;1352
"421315 PLANALTO ALEGRE";1;34;25;29;212;15;414;730
"421320 POMERODE";5;485;122;190;2810;7;4364;7983
"421330 PONTE ALTA";1;150;50;61;282;16;1212;1772
"421335 PONTE ALTA DO NORTE";5;102;20;56;349;1;779;1312
"421340 PONTE SERRADA";8;408;111;137;762;46;2635;4107
"421350 PORTO BELO";2;344;249;190;1792;51;2622;5250
"421360 PORTO UNIAO";14;515;161;203;2729;41;7915;11578
"421370 POUSO REDONDO";6;266;75;104;1656;37;2985;5129
"421380 PRAIA GRANDE";-;95;58;52;652;29;1268;2154
"421390 PRESIDENTE CASTELLO BRANCO";-;16;5;11;124;2;212;370
"421400 PRESIDENTE GETULIO";6;336;176;229;1480;52;2610;4889
"421410 PRESIDENTE NEREU";-;19;6;7;192;2;367;593
"421415 PRINCESA";-;54;16;22;212;4;489;797
"421420 QUILOMBO";2;94;83;125;936;23;2004;3267
"421430 RANCHO QUEIMADO";-;47;16;28;192;15;448;746
"421440 RIO DAS ANTAS";2;105;29;45;474;17;933;1605
"421450 RIO DO CAMPO";1;132;56;57;496;8;1337;2087
"421460 RIO DO OESTE";1;79;34;45;635;8;1097;1899
"421470 RIO DOS CEDROS";-;161;42;57;719;43;1454;2476
"421480 RIO DO SUL";24;967;444;469;6221;50;11795;19970
"421490 RIO FORTUNA";1;33;12;21;516;2;781;1366
"421500 RIO NEGRINHO";22;845;204;299;3709;138;10098;15315
"421505 RIO RUFINO";-;47;14;13;203;1;461;739
"421507 RIQUEZA";3;70;10;39;324;20;858;1324
"421510 RODEIO";2;118;43;65;903;32;1481;2644
"421520 ROMELANDIA";1;81;34;32;245;-;946;1339
"421530 SALETE";1;106;42;57;606;11;1420;2243
"421535 SALTINHO";-;50;12;20;312;5;903;1302
"421540 SALTO VELOSO";-;40;10;22;396;10;700;1178
"421545 SANGAO";6;239;187;174;1073;7;2240;3926
"421550 SANTA CECILIA";6;859;155;178;1341;11;4776;7326
"421555 SANTA HELENA";1;35;12;8;172;4;383;615
"421560 SANTA ROSA DE LIMA";1;12;6;20;163;1;301;504
"421565 SANTA ROSA DO SUL";2;135;96;97;665;16;1371;2382
"421567 SANTA TEREZINHA";2;123;35;48;571;42;1575;2396
"421568 SANTA TEREZINHA DO PROGRESSO";-;48;11;16;219;2;571;867
"421569 SANTIAGO DO SUL";-;13;19;25;115;4;251;427
"421570 SANTO AMARO DA IMPERATRIZ";5;382;182;207;1988;109;3174;6047
"421575 SAO BERNARDINO";-;36;13;14;284;2;601;950
"421580 SAO BENTO DO SUL";26;876;313;760;7689;109;17210;26983
"421590 SAO BONIFACIO";-;34;8;16;161;12;398;629
"421600 SAO CARLOS";2;136;45;73;853;38;1546;2693
"421605 SAO CRISTOVAO DO SUL";2;153;14;46;471;3;1122;1811
"421610 SAO DOMINGOS";6;190;48;47;747;17;1719;2774
"421620 SAO FRANCISCO DO SUL";65;943;605;602;3607;87;8666;14575
"421625 SAO JOAO DO OESTE";-;41;23;21;460;26;766;1337
"421630 SAO JOAO BATISTA";12;629;487;736;2256;112;4341;8573
"421635 SAO JOAO DO ITAPERIU";2;49;10;11;439;3;609;1123
"421640 SAO JOAO DO SUL";2;147;110;114;472;10;1174;2029
"421650 SAO JOAQUIM";28;635;201;195;2277;52;5173;8561
"421660 SAO JOSE";142;4575;1817;1824;19754;1134;39562;68808
"421670 SAO JOSE DO CEDRO";3;254;45;86;1147;14;2448;3997
"421680 SAO JOSE DO CERRITO";1;151;62;71;498;8;1451;2242
"421690 SAO LOURENCO DO OESTE";7;383;103;134;2369;9;4773;7778
"421700 SAO LUDGERO";1;161;113;116;1237;14;2076;3718
"421710 SAO MARTINHO";-;30;51;34;263;11;466;855
"421715 SAO MIGUEL DA BOA VISTA";-;15;12;6;143;-;309;485
"421720 SAO MIGUEL DO OESTE";8;942;226;272;3463;20;6315;11246
"421725 SAO PEDRO DE ALCANTARA";1;53;14;26;214;13;465;786
"421730 SAUDADES";3;117;44;52;849;10;1446;2521
"421740 SCHROEDER";4;294;96;121;1909;11;2736;5171
"421750 SEARA";3;295;88;192;1556;21;3097;5252
"421755 SERRA ALTA";-;47;14;13;247;-;515;836
"421760 SIDEROPOLIS";9;226;114;153;810;5;2006;3323
"421770 SOMBRIO";6;412;333;347;2596;64;5603;9361
"421775 SUL BRASIL";2;58;14;24;198;-;514;810
"421780 TAIO";5;370;124;167;1505;64;3426;5661
"421790 TANGARA";3;74;29;60;507;101;1436;2210
"421795 TIGRINHOS";-;29;10;9;209;1;321;579
"421800 TIJUCAS";30;1031;365;377;3870;192;6646;12511
"421810 TIMBE DO SUL";1;68;50;53;378;11;944;1505
"421820 TIMBO";3;482;166;215;3421;112;5887;10286
"421825 TIMBO GRANDE";2;302;86;111;488;21;1831;2841
"421830 TRES BARRAS";5;753;156;183;1599;171;4349;7216
"421835 TREVISO";-;38;15;27;243;4;526;853
"421840 TREZE DE MAIO";1;79;57;75;590;7;1032;1841
"421850 TREZE TILIAS";2;120;44;46;849;16;1112;2189
"421860 TROMBUDO CENTRAL";1;90;46;46;633;6;1274;2096
"421870 TUBARAO";58;1137;1178;1261;8599;47;16854;29134
"421875 TUNAPOLIS";1;54;11;17;408;5;775;1271
"421880 TURVO";2;171;175;202;902;21;2205;3678
"421885 UNIAO DO OESTE";-;27;8;29;202;4;494;764
"421890 URUBICI";7;286;89;118;588;70;2159;3317
"421895 URUPEMA";-;48;21;16;223;3;473;784
"421900 URUSSANGA";4;209;110;146;1385;7;3024;4885
"421910 VARGEAO";1;35;14;17;363;5;763;1198
"421915 VARGEM";1;30;16;36;202;5;537;827
"421917 VARGEM BONITA";3;83;35;54;417;8;1129;1729
"421920 VIDAL RAMOS";2;67;29;40;546;3;1242;1929
"421930 VIDEIRA";22;707;193;232;5833;65;10375;17427
"421935 VITOR MEIRELES";1;135;35;75;418;12;1246;1922
"421940 WITMARSUM";1;48;10;23;381;9;677;1149
"421950 XANXERE";20;1109;335;458;4191;146;8928;15187
"421960 XAVANTINA";-;29;12;30;165;11;570;817
"421970 XAXIM";12;497;195;445;2878;47;5094;9168
"421985 ZORTEA";1;89;30;42;241;22;604;1029
"422000 BALNEARIO RINCAO";9;318;117;137;1193;8;132;1914
" MUNICIPIO IGNORADO - RS";-;-;-;-;-;-;1;1
"430003 ACEGUA";1;65;21;33;388;5;906;1419
"430005 AGUA SANTA";2;37;22;25;298;2;571;957
"430010 AGUDO";7;292;95;71;935;38;2733;4171
"430020 AJURICABA";-;49;14;30;490;1;1105;1689
"430030 ALECRIM";1;70;17;21;362;3;934;1408
"430040 ALEGRETE";70;1691;193;211;5564;19;14860;22608
"430045 ALEGRIA";2;29;20;16;247;1;613;928
"430047 ALMIRANTE TAMANDARE DO SUL";-;27;8;13;130;2;232;412
"430050 ALPESTRE";-;56;24;39;474;5;1336;1934
"430055 ALTO ALEGRE";-;12;9;7;117;1;228;374
"430057 ALTO FELIZ";-;31;7;15;186;3;284;526
"430060 ALVORADA";666;8160;1477;1338;14750;156;48660;75207
"430063 AMARAL FERRADOR";10;101;36;26;273;13;1072;1531
"430064 AMETISTA DO SUL";-;76;29;53;607;17;1615;2397
"430066 ANDRE DA ROCHA";-;21;5;7;66;-;156;255
"430070 ANTA GORDA";1;51;13;17;405;6;746;1239
"430080 ANTONIO PRADO";2;179;36;60;953;13;1890;3133
"430085 ARAMBARE";1;59;12;10;272;-;586;940
"430087 ARARICA";5;156;63;73;541;11;1150;1999
"430090 ARATIBA";2;54;32;30;366;4;812;1300
"430100 ARROIO DO MEIO";5;349;63;127;1819;20;2710;5093
"430105 ARROIO DO SAL";14;168;114;111;661;5;1161;2234
"430107 ARROIO DO PADRE";3;23;3;8;121;41;363;562
"430110 ARROIO DOS RATOS";10;281;71;60;1053;17;2430;3922
"430120 ARROIO DO TIGRE";2;127;37;50;1004;5;2466;3691
"430130 ARROIO GRANDE";15;410;95;90;1079;138;3398;5225
"430140 ARVOREZINHA";-;148;41;65;753;40;1744;2791
"430150 AUGUSTO PESTANA";-;42;25;35;568;2;914;1586
"430155 AUREA";-;22;18;21;206;1;507;775
"430160 BAGE";80;2142;542;768;10337;131;24201;38201
"430163 BALNEARIO PINHAL";30;257;62;81;852;32;1635;2949
"430165 BARAO";2;75;16;38;384;4;601;1120
"430170 BARAO DE COTEGIPE";1;67;41;41;507;2;917;1576
"430175 BARAO DO TRIUNFO";5;102;10;17;367;5;1109;1615
"430180 BARRACAO";-;56;10;10;357;8;846;1287
"430185 BARRA DO GUARITA";1;77;30;34;251;8;573;974
"430187 BARRA DO QUARAI";3;94;18;18;249;3;626;1011
"430190 BARRA DO RIBEIRO";9;307;88;88;800;21;2143;3456
"430192 BARRA DO RIO AZUL";-;6;3;4;71;-;231;315
"430195 BARRA FUNDA";-;20;15;13;235;8;380;671
"430200 BARROS CASSAL";4;247;49;53;576;46;2367;3342
"430205 BENJAMIN CONSTANT DO SUL";-;82;27;26;188;8;572;903
"430210 BENTO GONCALVES";97;1859;427;485;11062;12;17438;31380
"430215 BOA VISTA DAS MISSOES";1;17;6;6;193;5;368;596
"430220 BOA VISTA DO BURICA";-;44;29;32;618;-;928;1651
"430222 BOA VISTA DO CADEADO";2;27;6;10;135;-;279;459
"430223 BOA VISTA DO INCRA";-;67;8;12;193;4;427;711
"430225 BOA VISTA DO SUL";-;14;7;15;153;2;263;454
"430230 BOM JESUS";12;403;98;99;693;156;2654;4115
"430235 BOM PRINCIPIO";3;270;48;63;1102;19;1798;3303
"430237 BOM PROGRESSO";-;41;8;4;208;2;431;694
"430240 BOM RETIRO DO SUL";4;172;48;59;1076;6;1999;3364
"430245 BOQUEIRAO DO LEAO";3;100;14;26;537;49;1684;2413
"430250 BOSSOROCA";6;133;55;51;276;5;1117;1643
"430258 BOZANO";2;17;3;11;154;-;258;445
"430260 BRAGA";1;67;2;4;286;3;771;1134
"430265 BROCHIER";-;70;20;11;301;2;532;936
"430270 BUTIA";16;571;247;281;1046;26;3871;6058
"430280 CACAPAVA DO SUL";23;670;248;223;2193;38;6082;9477
"430290 CACEQUI";6;268;62;60;576;29;2288;3289
"430300 CACHOEIRA DO SUL";84;1753;586;624;5725;51;15774;24597
"430310 CACHOEIRINHA";225;3741;922;871;9997;531;25397;41684
"430320 CACIQUE DOBLE";1;49;28;28;364;7;914;1391
"430330 CAIBATE";1;27;24;52;333;5;829;1271
"430340 CAICARA";-;43;11;27;285;4;805;1175
"430350 CAMAQUA";92;1057;451;551;5220;37;12547;19955
"430355 CAMARGO";1;17;10;9;263;3;364;667
"430360 CAMBARA DO SUL";-;85;30;30;453;13;1490;2101
"430367 CAMPESTRE DA SERRA";2;28;8;8;153;24;388;611
"430370 CAMPINA DAS MISSOES";2;129;49;72;228;3;789;1272
"430380 CAMPINAS DO SUL";-;72;41;28;344;2;837;1324
"430390 CAMPO BOM";13;712;229;355;6081;82;12268;19740
"430400 CAMPO NOVO";-;116;11;18;514;5;1103;1767
"430410 CAMPOS BORGES";2;31;13;17;295;1;560;919
"430420 CANDELARIA";11;514;154;153;2098;24;5556;8510
"430430 CANDIDO GODOI";1;97;46;54;350;2;905;1455
"430435 CANDIOTA";7;222;84;102;758;13;1948;3134
"430440 CANELA";44;1167;126;120;4520;19;8894;14890
"430450 CANGUCU";25;381;223;318;3687;283;9459;14376
"430460 CANOAS";479;9477;2460;2204;26233;2644;71871;115368
"430461 CANUDOS DO VALE";-;8;10;6;82;-;226;332
"430462 CAPAO BONITO DO SUL";2;33;4;10;109;6;209;373
"430463 CAPAO DA CANOA";82;788;606;514;5972;86;10113;18161
"430465 CAPAO DO CIPO";-;34;20;18;222;1;461;756
"430466 CAPAO DO LEAO";27;635;193;179;1548;549;4639;7770
"430467 CAPIVARI DO SUL";2;61;10;27;352;4;616;1072
"430468 CAPELA DE SANTANA";-;249;51;64;837;10;1817;3028
"430469 CAPITAO";-;64;6;9;257;3;437;776
"430470 CARAZINHO";33;1366;283;380;5336;24;11797;19219
"430471 CARAA";6;63;28;42;357;10;768;1274
"430480 CARLOS BARBOSA";10;484;88;114;2355;11;3453;6515
"430485 CARLOS GOMES";-;14;9;16;57;-;228;324
"430490 CASCA";1;73;14;28;704;6;1052;1878
"430495 CASEIROS";1;49;15;15;180;9;426;695
"430500 CATUIPE";1;92;27;38;610;4;1393;2165
"430510 CAXIAS DO SUL";290;8006;1612;2042;40218;258;82820;135246
"430511 CENTENARIO";1;15;18;13;171;-;379;597
"430512 CERRITO";4;80;22;22;237;53;864;1282
"430513 CERRO BRANCO";-;49;10;14;170;5;587;835
"430515 CERRO GRANDE";-;15;12;15;230;6;496;774
"430517 CERRO GRANDE DO SUL";3;203;34;47;732;3;2068;3090
"430520 CERRO LARGO";5;123;67;84;984;10;1925;3198
"430530 CHAPADA";2;50;21;26;633;27;1196;1955
"430535 CHARQUEADAS";17;536;128;154;2334;28;5712;8909
"430537 CHARRUA";-;52;40;28;138;-;889;1147
"430540 CHIAPETTA";-;55;13;28;308;4;765;1173
"430543 CHUI";6;75;17;25;228;6;872;1229
"430544 CHUVISCA";2;65;62;58;301;2;992;1482
"430545 CIDREIRA";29;411;120;130;953;48;2110;3801
"430550 CIRIACO";4;60;30;43;230;-;717;1084
"430558 COLINAS";-;11;1;8;185;-;244;449
"430560 COLORADO";2;44;12;9;171;1;340;579
"430570 CONDOR";2;73;36;39;473;6;986;1615
"430580 CONSTANTINA";5;104;52;57;876;37;1769;2900
"430583 COQUEIRO BAIXO";-;9;1;-;67;-;129;206
"430585 COQUEIROS DO SUL";-;28;13;13;143;1;325;523
"430587 CORONEL BARROS";-;21;12;15;197;-;367;612
"430590 CORONEL BICACO";4;156;30;42;551;5;1663;2451
"430593 CORONEL PILAR";-;2;2;5;76;2;136;223
"430595 COTIPORA";1;30;4;8;217;-;361;621
"430597 COXILHA";1;34;22;21;284;-;540;902
"430600 CRISSIUMAL";1;156;40;45;983;8;2225;3458
"430605 CRISTAL";4;153;46;52;525;28;1445;2253
"430607 CRISTAL DO SUL";-;12;5;9;250;7;553;836
"430610 CRUZ ALTA";31;1652;310;350;5062;45;13703;21153
"430613 CRUZALTENSE";1;8;9;8;108;-;278;412
"430620 CRUZEIRO DO SUL";2;148;47;64;797;7;1498;2563
"430630 DAVID CANABARRO";2;24;8;19;287;5;695;1040
"430632 DERRUBADAS";1;37;3;10;221;1;624;897
"430635 DEZESSEIS DE NOVEMBRO";-;42;26;19;111;2;441;641
"430637 DILERMANDO DE AGUIAR";-;65;13;14;135;9;472;708
"430640 DOIS IRMAOS";8;389;105;203;2674;37;4915;8331
"430642 DOIS IRMAOS DAS MISSOES";-;39;8;13;179;2;472;713
"430645 DOIS LAJEADOS";1;19;5;6;209;-;358;598
"430650 DOM FELICIANO";11;245;152;148;759;4;2938;4257
"430655 DOM PEDRO DE ALCANTARA";1;26;10;11;177;-;281;506
"430660 DOM PEDRITO";23;697;106;138;2765;26;7580;11335
"430670 DONA FRANCISCA";2;55;13;8;192;7;502;779
"430673 DOUTOR MAURICIO CARDOSO";-;39;16;23;270;3;663;1014
"430675 DOUTOR RICARDO";-;17;4;3;128;-;211;363
"430676 ELDORADO DO SUL";74;1181;395;304;2903;62;7026;11945
"430680 ENCANTADO";6;264;82;95;1950;20;3153;5570
"430690 ENCRUZILHADA DO SUL";26;548;50;62;1741;42;4995;7464
"430692 ENGENHO VELHO";-;33;9;11;147;4;397;601
"430693 ENTRE-IJUIS";6;132;79;99;647;2;1470;2435
"430695 ENTRE RIOS DO SUL";-;34;15;20;202;3;555;829
"430697 EREBANGO";1;103;26;24;233;11;530;928
"430700 ERECHIM";35;1274;739;898;8966;64;17850;29826
"430705 ERNESTINA";-;38;11;17;229;1;507;803
"430710 HERVAL";3;108;36;31;350;61;1384;1973
"430720 ERVAL GRANDE";1;57;30;29;380;5;831;1333
"430730 ERVAL SECO";2;60;11;20;631;25;1511;2260
"430740 ESMERALDA";-;67;13;17;174;32;565;868
"430745 ESPERANCA DO SUL";-;42;9;10;237;1;636;935
"430750 ESPUMOSO";4;172;45;84;1331;8;2947;4591
"430755 ESTACAO";-;65;33;61;421;19;947;1546
"430760 ESTANCIA VELHA";14;689;136;281;4106;43;8637;13906
"430770 ESTEIO";56;1865;445;477;6339;296;19396;28874
"430780 ESTRELA";15;284;130;169;3204;12;5230;9044
"430781 ESTRELA VELHA";1;42;7;12;283;2;596;943
"430783 EUGENIO DE CASTRO";-;34;8;16;169;1;472;700
"430786 FAGUNDES VARELA";-;22;4;4;158;-;282;470
"430790 FARROUPILHA";24;998;389;461;5793;44;11099;18808
"430800 FAXINAL DO SOTURNO";2;72;15;23;443;22;962;1539
"430805 FAXINALZINHO";2;50;13;31;142;4;472;714
"430807 FAZENDA VILANOVA";-;25;6;11;450;1;642;1135
"430810 FELIZ";2;165;39;70;1101;9;1725;3111
"430820 FLORES DA CUNHA";7;435;104;166;2732;14;4338;7796
"430825 FLORIANO PEIXOTO";-;23;9;16;66;1;236;351
"430830 FONTOURA XAVIER";5;164;70;87;560;34;2109;3029
"430840 FORMIGUEIRO";7;170;19;30;376;16;979;1597
"430843 FORQUETINHA";-;9;3;7;144;1;216;380
"430845 FORTALEZA DOS VALOS";2;106;12;29;298;3;782;1232
"430850 FREDERICO WESTPHALEN";8;394;177;354;2925;28;4964;8850
"430860 GARIBALDI";17;411;136;199;2775;26;4257;7821
"430865 GARRUCHOS";2;33;14;23;134;5;522;733
"430870 GAURAMA";1;52;32;34;338;3;756;1216
"430880 GENERAL CAMARA";7;157;18;41;490;14;1236;1963
"430885 GENTIL";-;26;12;19;151;1;230;439
"430890 GETULIO VARGAS";7;232;54;78;1246;36;2586;4239
"430900 GIRUA";6;294;55;88;1210;12;3073;4738
"430905 GLORINHA";5;161;46;40;509;17;943;1721
"430910 GRAMADO";17;682;142;158;4078;29;6511;11617
"430912 GRAMADO DOS LOUREIROS";1;72;18;22;170;8;405;696
"430915 GRAMADO XAVIER";3;135;24;19;183;8;843;1215
"430920 GRAVATAI";248;5614;1598;1703;20335;719;51877;82094
"430925 GUABIJU";-;14;2;7;87;-;146;256
"430930 GUAIBA";100;2154;626;608;7183;198;19931;30800
"430940 GUAPORE";4;375;102;106;2200;3;3578;6368
"430950 GUARANI DAS MISSOES";5;65;37;40;494;5;1323;1969
"430955 HARMONIA";-;67;13;14;385;3;549;1031
"430957 HERVEIRAS";2;55;7;16;209;6;594;889
"430960 HORIZONTINA";4;288;139;148;1472;11;3168;5230
"430965 HULHA NEGRA";1;133;54;53;425;6;1369;2041
"430970 HUMAITA";-;70;16;12;278;5;720;1101
"430975 IBARAMA";1;42;16;23;281;1;883;1247
"430980 IBIACA";-;31;15;24;305;-;577;952
"430990 IBIRAIARAS";1;101;29;29;460;20;1007;1647
"430995 IBIRAPUITA";1;50;11;14;281;4;742;1103
"431000 IBIRUBA";8;231;61;122;1869;8;3326;5625
"431010 IGREJINHA";14;634;168;200;3367;38;6928;11349
"431020 IJUI";30;926;459;603;7878;37;14716;24649
"431030 ILOPOLIS";1;34;6;14;344;3;645;1047
"431033 IMBE";24;594;152;161;1622;68;3254;5875
"431036 IMIGRANTE";-;16;9;6;187;-;359;577
"431040 INDEPENDENCIA";2;64;46;58;445;1;1084;1700
"431041 INHACORA";-;50;10;11;179;-;456;706
"431043 IPE";1;60;9;20;405;7;721;1223
"431046 IPIRANGA DO SUL";1;22;6;12;92;1;230;364
"431050 IRAI";1;93;40;52;661;17;1660;2524
"431053 ITAARA";4;83;23;28;375;17;868;1398
"431055 ITACURUBI";2;48;13;18;156;-;548;785
"431057 ITAPUCA";1;27;6;8;130;6;379;557
"431060 ITAQUI";19;882;153;340;3131;124;8766;13415
"431065 ITATI";1;33;26;20;183;2;338;603
"431070 ITATIBA DO SUL";2;49;16;21;186;2;663;939
"431075 IVORA";1;19;1;2;83;4;294;404
"431080 IVOTI";5;272;39;102;1833;17;3541;5809
"431085 JABOTICABA";1;12;8;3;313;3;685;1025
"431087 JACUIZINHO";-;49;16;17;108;2;333;525
"431090 JACUTINGA";-;34;14;20;217;1;466;752
"431100 JAGUARAO";30;537;218;203;1704;147;5617;8456
"431110 JAGUARI";7;99;41;52;529;18;1672;2418
"431112 JAQUIRANA";-;103;17;39;249;47;903;1358
"431113 JARI";1;45;12;8;218;9;543;836
"431115 JOIA";3;90;25;36;559;4;1563;2280
"431120 JULIO DE CASTILHOS";12;364;35;62;1478;53;4161;6165
"431123 LAGOA BONITA DO SUL";-;27;8;13;162;4;421;635
"431125 LAGOAO";1;77;27;56;354;16;1320;1851
"431127 LAGOA DOS TRES CANTOS";-;20;5;8;118;1;182;334
"431130 LAGOA VERMELHA";13;690;152;178;2230;97;5615;8975
"431140 LAJEADO";21;891;299;456;9171;17;12948;23803
"431142 LAJEADO DO BUGRE";-;31;4;10;219;2;571;837
"431150 LAVRAS DO SUL";1;153;40;40;401;7;1327;1969
"431160 LIBERATO SALZANO";1;44;26;29;436;27;959;1522
"431162 LINDOLFO COLLOR";3;125;25;39;520;4;1088;1804
"431164 LINHA NOVA";1;11;2;3;63;2;140;222
"431170 MACHADINHO";-;41;17;29;508;2;1048;1645
"431171 MACAMBARA";2;42;82;93;218;24;720;1181
"431173 MAMPITUBA";1;26;10;16;277;1;542;873
"431175 MANOEL VIANA";6;141;17;22;418;1;1189;1794
"431177 MAQUINE";6;74;38;42;517;10;1061;1748
"431179 MARATA";-;27;2;10;170;3;272;484
"431180 MARAU";13;307;118;114;4281;19;6271;11123
"431190 MARCELINO RAMOS";2;46;26;29;260;3;752;1118
"431198 MARIANA PIMENTEL";3;98;15;14;217;2;543;892
"431200 MARIANO MORO";-;11;11;12;96;-;299;429
"431205 MARQUES DE SOUZA";-;34;16;17;256;-;513;836
"431210 MATA";3;75;9;14;258;8;802;1169
"431213 MATO CASTELHANO";1;35;23;25;223;-;433;740
