 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Consult pré-natal;;;;;;;
Período:2000-2022;;;;;;;
Município;Nenhuma;De 1 a 3 consultas;De 4 a 6 consultas;De 1 a 6 consultas, não especificado;7 ou mais consultas;Ignorado;Total
316940 TRES PONTAS;169;721;3109;-;13680;77;17756
316950 TUMIRITINGA;33;158;736;-;953;12;1892
316960 TUPACIGUARA;41;146;942;-;4804;23;5956
316970 TURMALINA;87;454;1697;-;3320;56;5614
316980 TURVOLANDIA;16;56;264;-;936;1;1273
316990 UBA;315;1097;6715;-;21543;100;29770
317000 UBAI;59;469;1186;-;1913;51;3678
317005 UBAPORANGA;44;185;1419;-;1967;34;3649
317010 UBERABA;1658;4399;18528;-;64319;801;89705
317020 UBERLANDIA;1154;4406;27073;-;166730;1575;200938
317030 UMBURATIBA;20;113;316;-;494;10;953
317040 UNAI;279;1911;9872;-;15566;231;27859
317043 UNIAO DE MINAS;21;55;266;-;760;19;1121
317047 URUANA DE MINAS;13;66;332;-;416;9;836
317050 URUCANIA;20;195;1070;-;1979;7;3271
317052 URUCUIA;71;494;1464;-;1437;45;3511
317057 VARGEM ALEGRE;20;135;619;-;1019;19;1812
317060 VARGEM BONITA;3;16;202;-;283;-;504
317065 VARGEM GRANDE DO RIO PARDO;5;89;363;-;991;11;1459
317070 VARGINHA;352;1118;5404;-;32632;324;39830
317075 VARJAO DE MINAS;14;114;764;-;1259;10;2161
317080 VARZEA DA PALMA;71;347;3836;-;7601;43;11898
317090 VARZELANDIA;153;1061;2361;-;3171;52;6798
317100 VAZANTE;36;310;1711;-;3915;31;6003
317103 VERDELANDIA;47;386;1204;-;1744;39;3420
317107 VEREDINHA;22;98;432;-;779;21;1352
317110 VERISSIMO;13;67;234;-;474;8;796
317115 VERMELHO NOVO;13;71;408;-;831;4;1327
317120 VESPASIANO;542;3288;13245;-;21552;313;38940
317130 VICOSA;230;1658;6756;-;13180;167;21991
317140 VIEIRAS;10;17;158;-;678;25;888
317150 MATHIAS LOBATO;25;118;406;-;578;11;1138
317160 VIRGEM DA LAPA;89;467;1313;1;1744;97;3711
317170 VIRGINIA;16;209;750;-;1356;15;2346
317180 VIRGINOPOLIS;52;205;816;1;2235;43;3352
317190 VIRGOLANDIA;23;68;487;-;787;32;1397
317200 VISCONDE DO RIO BRANCO;105;381;2986;-;8240;51;11763
317210 VOLTA GRANDE;36;136;365;-;776;7;1320
317220 WENCESLAU BRAZ;7;29;135;-;484;8;663
 MUNICIPIO IGNORADO - ES;5;2;12;-;47;2;68
320010 AFONSO CLAUDIO;87;649;3324;-;6231;21;10312
320013 AGUIA BRANCA;54;174;779;-;1746;40;2793
320016 AGUA DOCE DO NORTE;132;335;1237;-;2045;51;3800
320020 ALEGRE;128;528;2915;-;5785;87;9443
320030 ALFREDO CHAVES;18;112;688;-;2376;22;3216
320035 ALTO RIO NOVO;27;163;822;-;1398;39;2449
320040 ANCHIETA;79;434;2062;-;6082;22;8679
320050 APIACA;27;130;688;-;1083;11;1939
320060 ARACRUZ;175;1099;6447;-;23650;49;31420
320070 ATILIO VIVACQUA;22;194;1106;-;1595;53;2970
320080 BAIXO GUANDU;102;548;2271;-;6219;199;9339
320090 BARRA DE SAO FRANCISCO;432;1342;4722;-;8311;201;15008
320100 BOA ESPERANCA;84;371;1257;-;3090;25;4827
320110 BOM JESUS DO NORTE;41;162;851;-;1351;8;2413
320115 BREJETUBA;49;263;1438;-;3006;13;4769
320120 CACHOEIRO DE ITAPEMIRIM;973;5952;25579;1;30891;1538;64934
320130 CARIACICA;3679;10032;42101;-;78807;1369;135988
320140 CASTELO;110;354;1615;-;8293;61;10433
320150 COLATINA;500;2131;10295;-;21568;934;35428
320160 CONCEICAO DA BARRA;149;689;3930;-;5610;151;10529
320170 CONCEICAO DO CASTELO;41;185;1197;-;2526;6;3955
320180 DIVINO DE SAO LOURENCO;24;114;529;-;796;22;1485
320190 DOMINGOS MARTINS;78;390;3049;-;7448;32;10997
320200 DORES DO RIO PRETO;23;133;612;-;1046;16;1830
320210 ECOPORANGA;432;831;2675;-;3740;75;7753
320220 FUNDAO;111;417;1610;-;3580;39;5757
320225 GOVERNADOR LINDENBERG;17;90;686;-;1741;85;2619
320230 GUACUI;184;1198;3765;-;4949;125;10221
320240 GUARAPARI;487;1968;8674;-;27150;205;38484
320245 IBATIBA;70;517;2450;-;5176;36;8249
320250 IBIRACU;19;119;625;-;2712;10;3485
320255 IBITIRAMA;56;301;1349;-;1936;55;3697
320260 ICONHA;26;88;652;-;2411;37;3214
320265 IRUPI;49;250;1287;-;2392;11;3989
320270 ITAGUACU;50;166;789;-;2652;38;3695
320280 ITAPEMIRIM;127;923;4273;-;6537;184;12044
320290 ITARANA;39;141;810;-;1897;18;2905
320300 IUNA;160;764;3127;-;5532;20;9603
320305 JAGUARE;96;382;1816;-;7999;43;10336
320310 JERONIMO MONTEIRO;27;157;934;-;1969;44;3131
320313 JOAO NEIVA;34;134;750;-;3697;25;4640
320316 LARANJA DA TERRA;21;62;448;-;1842;12;2385
320320 LINHARES;911;3326;12219;-;39393;398;56247
320330 MANTENOPOLIS;62;289;1365;-;2500;55;4271
320332 MARATAIZES;125;903;4611;-;6096;204;11939
320334 MARECHAL FLORIANO;46;249;1415;-;3166;20;4896
320335 MARILANDIA;40;95;761;-;1995;80;2971
320340 MIMOSO DO SUL;62;478;2490;-;4147;61;7238
320350 MONTANHA;53;425;1832;-;3886;70;6266
320360 MUCURICI;22;217;559;-;1125;8;1931
320370 MUNIZ FREIRE;69;388;2043;-;3582;64;6146
320380 MUQUI;43;132;661;-;3394;72;4302
320390 NOVA VENECIA;178;870;4144;-;10533;79;15804
320400 PANCAS;68;330;1344;-;4256;79;6077
320405 PEDRO CANARIO;127;988;4525;-;3746;208;9594
320410 PINHEIROS;170;592;3389;-;4497;168;8816
320420 PIUMA;84;627;2167;-;3370;43;6291
320425 PONTO BELO;18;192;649;-;1240;3;2102
320430 PRESIDENTE KENNEDY;56;342;1241;-;1760;64;3463
320435 RIO BANANAL;35;260;1145;-;4182;23;5645
320440 RIO NOVO DO SUL;34;220;1011;-;1739;76;3080
320450 SANTA LEOPOLDINA;64;212;747;-;1872;42;2937
320455 SANTA MARIA DE JETIBA;103;301;3689;-;9061;17;13171
320460 SANTA TERESA;59;294;1509;-;5052;25;6939
320465 SAO DOMINGOS DO NORTE;21;114;856;-;1556;43;2590
320470 SAO GABRIEL DA PALHA;59;297;2533;-;7332;50;10271
320480 SAO JOSE DO CALCADO;49;282;1391;-;1632;10;3364
320490 SAO MATEUS;484;2255;7947;-;30810;175;41671
320495 SAO ROQUE DO CANAA;32;106;674;-;1756;70;2638
320500 SERRA;2607;10695;45647;-;106358;1511;166818
320501 SOORETAMA;166;809;2708;-;6610;62;10355
320503 VARGEM ALTA;72;484;2430;-;3291;145;6422
320506 VENDA NOVA DO IMIGRANTE;24;164;1090;-;5593;10;6881
320510 VIANA;457;1220;6908;-;14845;203;23633
320515 VILA PAVAO;48;93;614;-;1741;14;2510
320517 VILA VALERIO;26;154;1128;-;3105;29;4442
320520 VILA VELHA;2863;9126;35346;-;91453;1365;140153
320530 VITORIA;966;3388;21939;-;74925;1251;102469
 MUNICIPIO IGNORADO - RJ;79;48;97;-;192;97;513
330010 ANGRA DOS REIS;515;3033;12202;-;41686;646;58082
330015 APERIBE;25;105;576;-;2053;21;2780
330020 ARARUAMA;1099;3511;12781;-;18806;415;36612
330022 AREAL;69;194;795;-;2439;50;3547
330023 ARMACAO DOS BUZIOS;152;766;3719;-;7864;219;12720
330025 ARRAIAL DO CABO;159;642;2588;-;4735;100;8224
330030 BARRA DO PIRAI;602;1870;6455;-;17352;88;26367
330040 BARRA MANSA;570;1760;8164;-;41750;270;52514
330045 BELFORD ROXO;5418;15387;74882;-;72375;2074;170136
330050 BOM JARDIM;129;314;1702;-;5703;18;7866
330060 BOM JESUS DO ITABAPOANA;117;507;3798;-;7115;31;11568
330070 CABO FRIO;1086;5008;21978;-;36489;1029;65590
330080 CACHOEIRAS DE MACACU;448;1278;5490;-;9857;128;17201
330090 CAMBUCI;50;170;1067;-;2300;21;3608
330093 CARAPEBUS;54;139;681;-;2360;38;3272
330095 COMENDADOR LEVY GASPARIAN;31;132;645;-;1801;29;2638
330100 CAMPOS DOS GOYTACAZES;6170;8725;28712;1;120361;3506;167475
330110 CANTAGALO;61;177;1076;-;4424;23;5761
330115 CARDOSO MOREIRA;43;95;757;-;2397;63;3355
330120 CARMO;70;252;2157;-;2747;17;5243
330130 CASIMIRO DE ABREU;153;617;3064;-;7305;209;11348
330140 CONCEICAO DE MACABU;135;327;1485;-;4025;184;6156
330150 CORDEIRO;81;334;1390;-;4217;12;6034
330160 DUAS BARRAS;86;201;1009;-;1972;22;3290
330170 DUQUE DE CAXIAS;10720;32157;99846;1;159673;5193;307590
330180 ENGENHEIRO PAULO DE FRONTIN;46;137;700;-;2330;35;3248
330185 GUAPIMIRIM;395;1128;5169;-;9190;264;16146
330187 IGUABA GRANDE;69;294;1695;-;4385;45;6488
330190 ITABORAI;1161;4432;25089;-;44160;683;75525
330200 ITAGUAI;1249;3140;11577;-;24154;653;40773
330205 ITALVA;23;111;1073;-;2662;15;3884
330210 ITAOCARA;47;385;2466;-;3519;58;6475
330220 ITAPERUNA;204;1114;7803;-;18618;145;27884
330225 ITATIAIA;99;451;1770;-;6602;147;9069
330227 JAPERI;1061;3212;14216;-;15376;667;34532
330230 LAJE DO MURIAE;111;90;503;-;1472;85;2261
330240 MACAE;1544;2935;14495;-;57478;1713;78165
330245 MACUCO;30;119;720;-;1667;16;2552
330250 MAGE;1775;5753;23101;-;48759;764;80152
330260 MANGARATIBA;289;787;3117;-;7043;334;11570
330270 MARICA;622;1866;8449;-;24724;979;36640
330280 MENDES;61;167;1393;-;3008;38;4667
330285 MESQUITA;1430;3942;16903;-;28982;631;51888
330290 MIGUEL PEREIRA;116;421;2124;-;4416;69;7146
330300 MIRACEMA;84;288;1949;-;6506;143;8970
330310 NATIVIDADE;20;174;1399;-;2858;17;4468
330320 NILOPOLIS;1174;3603;14482;-;27857;710;47826
330330 NITEROI;1961;4065;18942;-;113862;1397;140227
330340 NOVA FRIBURGO;834;3048;12440;-;36268;377;52967
330350 NOVA IGUACU;9399;24478;100493;1;141397;4681;280449
330360 PARACAMBI;244;580;3101;-;8481;207;12613
330370 PARAIBA DO SUL;196;638;2753;-;8462;147;12196
330380 PARATY;222;578;3622;-;9168;102;13692
330385 PATY DO ALFERES;129;547;2825;-;5126;85;8712
330390 PETROPOLIS;1216;4180;16644;1;69057;1028;92126
330395 PINHEIRAL;93;238;1052;-;5576;28;6987
330400 PIRAI;50;157;685;-;7209;20;8121
330410 PORCIUNCULA;29;133;946;-;4105;9;5222
330411 PORTO REAL;44;138;666;-;5232;14;6094
330412 QUATIS;28;95;649;-;3126;23;3921
330414 QUEIMADOS;1608;5453;22942;1;23220;885;54109
330415 QUISSAMA;78;190;952;-;5787;59;7066
330420 RESENDE;299;1263;6534;2;31218;121;39437
330430 RIO BONITO;330;1067;5787;-;10762;99;18045
330440 RIO CLARO;49;208;1037;-;3654;62;5010
330450 RIO DAS FLORES;46;122;591;-;1767;13;2539
330452 RIO DAS OSTRAS;548;2382;9223;-;23878;1800;37831
330455 RIO DE JANEIRO;50680;100249;385909;5;1343168;46031;1926042
330460 SANTA MARIA MADALENA;61;262;876;-;1373;37;2609
330470 SANTO ANTONIO DE PADUA;194;431;3530;-;7322;47;11524
330475 SAO FRANCISCO DE ITABAPOANA;490;638;2982;-;9026;261;13397
330480 SAO FIDELIS;178;405;2833;-;6619;72;10107
330490 SAO GONCALO;3222;13471;58930;-;192182;2057;269862
330500 SAO JOAO DA BARRA;243;381;1459;-;8755;253;11091
330510 SAO JOAO DE MERITI;4366;14685;55719;-;78988;1945;155703
330513 SAO JOSE DE UBA;7;53;531;-;1703;9;2303
330515 SAO JOSE DO VALE DO RIO PRETO;72;196;1694;-;4435;79;6476
330520 SAO PEDRO DA ALDEIA;413;1748;9040;-;18839;310;30350
330530 SAO SEBASTIAO DO ALTO;26;151;876;-;1375;24;2452
330540 SAPUCAIA;90;403;1500;-;2330;49;4372
330550 SAQUAREMA;485;1687;6617;1;14397;569;23756
330555 SEROPEDICA;1154;1708;6910;-;13921;781;24474
330560 SILVA JARDIM;142;466;2364;-;3974;60;7006
330570 SUMIDOURO;72;235;1240;1;3233;21;4802
330575 TANGUA;144;541;3386;-;5726;63;9860
330580 TERESOPOLIS;1100;2645;13692;-;36206;511;54154
330590 TRAJANO DE MORAES;61;155;847;-;1282;38;2383
330600 TRES RIOS;515;2122;7708;-;15817;368;26530
330610 VALENCA;437;1421;4818;-;14268;196;21140
330615 VARRE-SAI;34;202;1100;-;2680;12;4028
330620 VASSOURAS;247;578;1974;-;9166;187;12152
330630 VOLTA REDONDA;1191;2185;12229;-;60435;443;76483
 MUNICIPIO IGNORADO - SP;65;9;51;-;123;3460;3708
350010 ADAMANTINA;27;133;1061;-;7371;26;8618
350020 ADOLFO;4;15;133;-;719;79;950
350030 AGUAI;77;600;2830;-;6631;174;10312
350040 AGUAS DA PRATA;27;64;348;7;1266;14;1726
350050 AGUAS DE LINDOIA;58;204;800;-;4469;54;5585
350055 AGUAS DE SANTA BARBARA;30;70;352;-;1250;17;1719
350060 AGUAS DE SAO PEDRO;6;8;82;-;500;10;606
350070 AGUDOS;106;264;1192;-;9697;624;11883
350075 ALAMBARI;10;43;263;1;1075;63;1455
350080 ALFREDO MARCONDES;3;15;170;-;759;3;950
350090 ALTAIR;3;15;150;-;895;4;1067
350100 ALTINOPOLIS;63;99;473;-;3714;231;4580
350110 ALTO ALEGRE;14;19;133;1;774;17;958
350115 ALUMINIO;39;115;696;1;5026;60;5937
350120 ALVARES FLORENCE;6;10;58;1;647;25;747
350130 ALVARES MACHADO;52;223;1253;-;6434;85;8047
350140 ALVARO DE CARVALHO;6;49;273;-;778;11;1117
350150 ALVINLANDIA;7;36;141;-;807;12;1003
350160 AMERICANA;385;1423;7344;-;50516;266;59934
350170 AMERICO BRASILIENSE;82;487;2149;-;8567;152;11437
350180 AMERICO DE CAMPOS;10;27;124;-;1126;12;1299
350190 AMPARO;82;308;2420;-;15831;107;18748
350200 ANALANDIA;3;38;181;-;888;9;1119
350210 ANDRADINA;84;543;2948;1;12245;121;15942
350220 ANGATUBA;38;163;983;14;6309;121;7628
350230 ANHEMBI;12;65;282;-;1398;27;1784
350240 ANHUMAS;11;36;199;-;860;10;1116
350250 APARECIDA;223;354;2282;-;7829;118;10806
350260 APARECIDA D'OESTE;6;14;166;1;907;5;1099
350270 APIAI;151;469;1796;7;6704;127;9254
350275 ARACARIGUAMA;74;183;876;2;5813;91;7039
350280 ARACATUBA;500;1255;5985;-;43393;576;51709
350290 ARACOIABA DA SERRA;51;217;1074;-;7209;66;8617
350300 ARAMINA;12;27;187;-;1133;12;1371
350310 ARANDU;27;57;567;1;1289;18;1959
350315 ARAPEI;5;24;121;-;375;78;603
350320 ARARAQUARA;372;1386;5414;-;50938;786;58896
350330 ARARAS;202;716;3694;-;29807;291;34710
350335 ARCO-IRIS;-;24;136;-;336;2;498
350340 AREALVA;15;50;290;-;1502;59;1916
350350 AREIAS;6;50;337;-;716;47;1156
350360 AREIOPOLIS;25;99;600;-;2797;55;3576
350370 ARIRANHA;12;39;200;-;2081;8;2340
350380 ARTUR NOGUEIRA;117;519;2516;1;10531;248;13932
350390 ARUJA;214;1064;7325;-;21246;486;30335
350395 ASPASIA;2;5;35;-;415;1;458
350400 ASSIS;159;690;3275;1;23468;149;27742
350410 ATIBAIA;650;2095;9742;-;31829;769;45085
350420 AURIFLAMA;21;68;352;-;3207;154;3802
350430 AVAI;16;69;324;-;1083;25;1517
350440 AVANHANDAVA;44;189;715;-;2295;28;3271
350450 AVARE;545;986;4633;-;21762;375;28301
350460 BADY BASSITT;24;60;648;-;4209;27;4968
350470 BALBINOS;2;15;51;-;255;8;331
350480 BALSAMO;10;27;226;-;1594;108;1965
350490 BANANAL;22;137;568;-;2097;24;2848
350500 BARAO DE ANTONINA;4;29;172;-;748;18;971
350510 BARBOSA;27;97;341;-;1561;9;2035
350520 BARIRI;78;196;754;-;7962;123;9113
350530 BARRA BONITA;55;137;2417;-;6045;41;8695
350535 BARRA DO CHAPEU;21;74;337;-;1292;188;1912
350540 BARRA DO TURVO;42;211;848;-;1309;32;2442
350550 BARRETOS;214;1032;5262;-;26895;183;33586
350560 BARRINHA;89;382;2225;-;7742;340;10778
350570 BARUERI;1628;3678;16498;4;98918;3204;123930
350580 BASTOS;43;143;1137;-;5577;32;6932
350590 BATATAIS;160;433;2082;-;13520;312;16507
350600 BAURU;1122;3365;14414;-;83345;4598;106844
350610 BEBEDOURO;156;816;4163;-;16035;275;21445
350620 BENTO DE ABREU;2;4;52;-;653;40;751
350630 BERNARDINO DE CAMPOS;20;81;446;1;2565;22;3135
350635 BERTIOGA;514;2099;6350;-;11541;348;20852
350640 BILAC;8;26;160;-;1514;12;1720
350650 BIRIGUI;239;998;4349;-;25394;341;31321
350660 BIRITIBA-MIRIM;201;631;2795;-;5397;101;9125
350670 BOA ESPERANCA DO SUL;33;105;856;-;3507;50;4551
350680 BOCAINA;17;31;225;-;2961;12;3246
350690 BOFETE;34;106;500;-;2164;53;2857
350700 BOITUVA;99;470;2937;-;13194;116;16816
350710 BOM JESUS DOS PERDOES;83;281;1614;-;4581;76;6635
350715 BOM SUCESSO DE ITARARE;10;43;305;-;1211;13;1582
350720 BORA;-;5;38;-;182;-;225
350730 BORACEIA;11;21;113;-;1205;27;1377
350740 BORBOREMA;34;103;537;-;2938;20;3632
350745 BOREBI;9;23;57;-;658;18;765
350750 BOTUCATU;263;1054;4859;-;32526;638;39340
350760 BRAGANCA PAULISTA;455;1560;9320;-;37608;380;49323
350770 BRAUNA;11;37;199;1;1198;9;1455
350775 BREJO ALEGRE;4;4;95;-;582;6;691
350780 BRODOWSKI;64;206;1019;-;5038;231;6558
350790 BROTAS;59;191;1200;-;5434;35;6919
350800 BURI;119;565;2035;2;5015;22;7758
350810 BURITAMA;16;37;571;-;3747;18;4389
350820 BURITIZAL;9;14;133;-;945;8;1109
350830 CABRALIA PAULISTA;16;53;281;-;1006;31;1387
350840 CABREUVA;152;519;2674;-;12332;806;16483
350850 CACAPAVA;215;559;2612;1;25139;169;28695
350860 CACHOEIRA PAULISTA;171;334;1651;-;7150;210;9516
350870 CACONDE;55;189;920;-;4129;43;5336
350880 CAFELANDIA;51;259;1422;-;3528;23;5283
350890 CAIABU;12;30;258;-;749;12;1061
350900 CAIEIRAS;324;1202;5921;4;22842;580;30873
350910 CAIUA;3;22;301;-;749;8;1083
350920 CAJAMAR;173;935;6206;-;19847;246;27407
350925 CAJATI;205;924;3418;-;7225;89;11861
350930 CAJOBI;27;85;489;-;1838;105;2544
350940 CAJURU;69;195;1452;-;6366;160;8242
350945 CAMPINA DO MONTE ALEGRE;11;40;295;2;1462;20;1830
350950 CAMPINAS;2098;10953;48267;79;264895;7939;334231
350960 CAMPO LIMPO PAULISTA;252;1109;5233;-;18600;279;25473
350970 CAMPOS DO JORDAO;135;491;6664;-;11087;157;18534
350980 CAMPOS NOVOS PAULISTA;10;50;166;-;1163;9;1398
350990 CANANEIA;83;516;1752;-;2052;47;4450
350995 CANAS;34;104;444;-;988;52;1622
351000 CANDIDO MOTA;52;261;1030;5;6900;54;8302
351010 CANDIDO RODRIGUES;2;22;89;-;455;6;574
351015 CANITAR;11;69;411;-;1157;147;1795
351020 CAPAO BONITO;169;846;3623;87;12192;102;17019
351030 CAPELA DO ALTO;51;207;1200;2;4648;36;6144
351040 CAPIVARI;112;410;3170;-;12499;127;16318
351050 CARAGUATATUBA;306;1475;6681;-;27738;192;36392
351060 CARAPICUIBA;2432;11781;38657;-;94481;5784;153135
351070 CARDOSO;13;52;348;-;2574;20;3007
351080 CASA BRANCA;96;219;1449;-;5759;88;7611
351090 CASSIA DOS COQUEIROS;6;18;87;-;385;80;576
351100 CASTILHO;44;232;1157;-;4095;46;5574
351110 CATANDUVA;218;505;2444;-;27688;190;31045
351120 CATIGUA;15;31;200;-;1728;7;1981
351130 CEDRAL;7;22;339;-;1743;5;2116
351140 CERQUEIRA CESAR;178;276;1121;-;3975;82;5632
351150 CERQUILHO;51;159;1274;10;9661;46;11201
351160 CESARIO LANGE;40;173;912;3;3946;47;5121
351170 CHARQUEADA;26;109;1210;-;3259;41;4645
351190 CLEMENTINA;17;39;259;-;1887;27;2229
351200 COLINA;20;63;574;-;4689;51;5397
351210 COLOMBIA;14;94;606;-;1454;16;2184
351220 CONCHAL;92;384;1721;-;7239;78;9514
351230 CONCHAS;29;159;848;-;4213;68;5317
351240 CORDEIROPOLIS;48;201;1079;-;5009;126;6463
351250 COROADOS;7;43;197;-;1080;9;1336
351260 CORONEL MACEDO;11;70;272;-;951;26;1330
351270 CORUMBATAI;4;26;207;-;852;7;1096
351280 COSMOPOLIS;169;601;2692;-;14129;294;17885
351290 COSMORAMA;18;37;180;-;1449;22;1706
351300 COTIA;1427;5230;20310;-;56945;2147;86059
351310 CRAVINHOS;93;306;1392;-;7391;427;9609
351320 CRISTAIS PAULISTA;17;58;428;-;1913;24;2440
351330 CRUZALIA;2;27;84;-;432;3;548
351340 CRUZEIRO;331;1300;6293;-;15767;453;24144
351350 CUBATAO;625;1900;7174;-;32998;365;43062
351360 CUNHA;113;415;1812;-;3936;82;6358
351370 DESCALVADO;24;112;1793;-;6455;81;8465
351380 DIADEMA;1594;5107;23907;-;113520;1905;146033
351385 DIRCE REIS;2;4;35;-;344;8;393
351390 DIVINOLANDIA;19;57;428;-;2657;15;3176
351400 DOBRADA;15;89;338;-;2133;64;2639
351410 DOIS CORREGOS;102;279;1118;-;6490;72;8061
351420 DOLCINOPOLIS;3;5;42;4;460;4;518
351430 DOURADO;12;31;250;-;1867;16;2176
351440 DRACENA;80;263;2320;-;8568;54;11285
351450 DUARTINA;25;115;740;-;2515;64;3459
351460 DUMONT;10;48;387;-;1758;74;2277
351470 ECHAPORA;15;24;166;-;1723;11;1939
351480 ELDORADO;130;533;1651;4;2924;214;5456
351490 ELIAS FAUSTO;30;102;970;-;3670;47;4819
351492 ELISIARIO;4;10;84;-;666;5;769
351495 EMBAUBA;3;11;77;-;485;2;578
351500 EMBU DAS ARTES;1569;6661;26180;8;62876;2293;99587
351510 EMBU-GUACU;335;1255;5614;23;14183;415;21825
351512 EMILIANOPOLIS;5;14;119;-;583;8;729
351515 ENGENHEIRO COELHO;37;308;1342;-;3608;114;5409
351518 ESPIRITO SANTO DO PINHAL;89;472;1935;-;8675;161;11332
351519 ESPIRITO SANTO DO TURVO;10;19;186;-;1140;139;1494
351520 ESTRELA D'OESTE;15;33;297;2;1827;18;2192
351530 ESTRELA DO NORTE;3;18;153;-;569;87;830
351535 EUCLIDES DA CUNHA PAULISTA;15;102;601;-;2229;19;2966
351540 FARTURA;29;79;479;-;4064;14;4665
351550 FERNANDOPOLIS;110;527;2901;23;13531;109;17201
351560 FERNANDO PRESTES;8;14;101;-;1113;25;1261
351565 FERNAO;2;10;39;-;364;8;423
351570 FERRAZ DE VASCONCELOS;1908;4189;17121;1;40846;1272;65337
351580 FLORA RICA;3;11;99;-;317;3;433
351590 FLOREAL;1;17;112;-;422;3;555
351600 FLORIDA PAULISTA;8;36;753;-;1908;264;2969
351610 FLORINIA;3;29;150;-;634;7;823
351620 FRANCA;751;4152;23760;-;79883;709;109255
351630 FRANCISCO MORATO;939;3394;14545;-;45340;873;65091
351640 FRANCO DA ROCHA;817;2761;12256;-;32293;632;48759
351650 GABRIEL MONTEIRO;2;7;53;-;600;6;668
351660 GALIA;9;42;190;-;1513;24;1778
351670 GARCA;90;342;2336;-;10040;65;12873
351680 GASTAO VIDIGAL;12;49;352;-;735;5;1153
351685 GAVIAO PEIXOTO;6;20;141;-;1244;29;1440
351690 GENERAL SALGADO;19;93;446;1;1997;25;2581
351700 GETULINA;48;129;569;-;1908;31;2685
351710 GLICERIO;9;33;186;-;1074;7;1309
351720 GUAICARA;63;222;901;-;2162;36;3384
351730 GUAIMBE;22;70;312;-;1416;23;1843
351740 GUAIRA;40;126;705;-;10266;45;11182
351750 GUAPIACU;20;58;769;-;4085;15;4947
351760 GUAPIARA;72;308;1444;31;4780;64;6699
351770 GUARA;65;207;1130;-;4708;93;6203
351780 GUARACAI;13;40;220;-;1712;23;2008
351790 GUARACI;31;98;731;-;2041;43;2944
351800 GUARANI D'OESTE;4;12;56;1;390;2;465
351810 GUARANTA;17;80;344;-;1528;30;1999
351820 GUARARAPES;64;93;542;-;7874;67;8640
351830 GUARAREMA;98;365;1811;1;7264;60;9599
351840 GUARATINGUETA;295;1076;6308;-;26927;346;34952
351850 GUAREI;19;94;660;-;2636;108;3517
351860 GUARIBA;86;414;2624;-;8699;468;12291
351870 GUARUJA;2710;5854;23403;1;74455;806;107229
351880 GUARULHOS;6028;29128;120080;9;311902;12111;479258
351885 GUATAPARA;14;71;390;-;1719;78;2272
351890 GUZOLANDIA;8;29;108;-;1188;44;1377
351900 HERCULANDIA;23;125;706;-;1711;15;2580
351905 HOLAMBRA;14;118;586;-;3466;73;4257
351907 HORTOLANDIA;664;2796;12120;14;47701;1042;64337
351910 IACANGA;92;33;182;-;2507;122;2936
351920 IACRI;17;49;300;-;1156;20;1542
351925 IARAS;35;89;358;-;1066;17;1565
351930 IBATE;54;314;1674;10;8917;261;11230
351940 IBIRA;17;58;391;-;2500;14;2980
351950 IBIRAREMA;19;87;444;-;1319;7;1876
351960 IBITINGA;498;371;2991;-;11880;99;15839
351970 IBIUNA;796;1636;5797;28;16866;410;25533
351980 ICEM;11;25;359;-;2028;10;2433
351990 IEPE;10;50;257;-;1935;8;2260
352000 IGARACU DO TIETE;62;179;2243;-;4520;31;7035
352010 IGARAPAVA;104;327;1549;-;5844;75;7899
352020 IGARATA;53;164;938;2;1883;100;3140
352030 IGUAPE;159;639;3150;-;5473;103;9524
352040 ILHABELA;62;302;1437;-;9031;93;10925
352042 ILHA COMPRIDA;25;108;612;-;2104;24;2873
352044 ILHA SOLTEIRA;52;217;1216;-;4728;148;6361
352050 INDAIATUBA;403;1288;6524;-;57552;542;66309
352060 INDIANA;17;27;239;-;1010;17;1310
352070 INDIAPORA;6;11;83;8;833;6;947
352080 INUBIA PAULISTA;2;10;75;-;805;1;893
352090 IPAUSSU;54;108;592;3;3534;37;4328
352100 IPERO;43;214;1227;-;6338;69;7891
352110 IPEUNA;12;62;365;-;1488;18;1945
352115 IPIGUA;4;27;185;-;1098;2;1316
352120 IPORANGA;20;111;426;-;848;20;1425
352130 IPUA;42;64;368;-;3988;54;4516
352140 IRACEMAPOLIS;28;147;989;-;4493;77;5734
352150 IRAPUA;13;28;171;-;1689;15;1916
352160 IRAPURU;8;50;286;-;1179;58;1581
352170 ITABERA;50;164;811;-;4727;26;5778
352180 ITAI;65;325;1477;-;5894;60;7821
352190 ITAJOBI;17;45;225;-;3463;20;3770
352200 ITAJU;9;14;81;-;700;11;815
352210 ITANHAEM;715;2127;7165;-;21317;257;31581
352215 ITAOCA;18;48;214;2;717;52;1051
352220 ITAPECERICA DA SERRA;888;3730;16649;-;44205;1217;66689
352230 ITAPETININGA;478;2229;9685;69;35470;2315;50246
352240 ITAPEVA;352;1348;5123;-;27887;119;34829
352250 ITAPEVI;1495;6448;22834;1;56164;2353;89295
352260 ITAPIRA;172;671;3742;8;13445;180;18218
352265 ITAPIRAPUA PAULISTA;14;56;200;-;1081;195;1546
352270 ITAPOLIS;88;327;2522;-;7908;54;10899
352280 ITAPORANGA;73;291;1053;-;3303;132;4852
